"TF","gene_name","n_files_with_binding","total_overlapping_peaks","cell_lines","file_accessions"
"GATA3","RAET1L",33,35,"MCF-7; SK-N-SH","ENCFF051JBT; ENCFF078MQH; ENCFF094MRW; ENCFF096MYL; ENCFF104DIC; ENCFF116LXB; ENCFF117BRW; ENCFF217KJR; ENCFF259LJY; ENCFF295KJW; ENCFF346EZD; ENCFF351FTQ; ENCFF374KZL; ENCFF381ULU; ENCFF406GRN; ENCFF409OJR; ENCFF466BIS; ENCFF473WTW; ENCFF495QSX; ENCFF557SHR; ENCFF565QWY; ENCFF625IUE; ENCFF779ANV; ENCFF805SRK; ENCFF833ZAC; ENCFF840JMH; ENCFF863GRL; ENCFF874LLH; ENCFF891ELE; ENCFF909LIE; ENCFF909TEB; ENCFF955EHX; ENCFF968PCO"
"GATA3","ULBP1",16,28,"A549; MCF-7","ENCFF025YUC; ENCFF051JBT; ENCFF094MRW; ENCFF096MYL; ENCFF116LXB; ENCFF295KJW; ENCFF346EZD; ENCFF374KZL; ENCFF406GRN; ENCFF557SHR; ENCFF565QWY; ENCFF779ANV; ENCFF863GRL; ENCFF874LLH; ENCFF891ELE; ENCFF955EHX"
"GATA3","ULBP2",9,11,"MCF-7","ENCFF051JBT; ENCFF116LXB; ENCFF295KJW; ENCFF346EZD; ENCFF406GRN; ENCFF557SHR; ENCFF779ANV; ENCFF891ELE; ENCFF955EHX"
"GATA3","ULBP3",15,27,"MCF-7","ENCFF001UMX; ENCFF051JBT; ENCFF094MRW; ENCFF116LXB; ENCFF161DQL; ENCFF295KJW; ENCFF346EZD; ENCFF406GRN; ENCFF557SHR; ENCFF565QWY; ENCFF779ANV; ENCFF840JMH; ENCFF863GRL; ENCFF874LLH; ENCFF891ELE"
"GTF2B","MICA",4,5,"K562","ENCFF218IGO; ENCFF493YNR; ENCFF767DHX; ENCFF767GEX"
"GTF2B","MICB",3,4,"K562","ENCFF218IGO; ENCFF767DHX; ENCFF767GEX"
"GTF2B","RAET1E",1,1,"K562","ENCFF218IGO"
"GTF2B","RAET1G",2,2,"K562","ENCFF218IGO; ENCFF767DHX"
"GTF2B","ULBP1",2,3,"K562","ENCFF218IGO; ENCFF767GEX"
"GTF2B","ULBP2",2,2,"K562","ENCFF218IGO; ENCFF767DHX"
"GTF2B","ULBP3",1,1,"K562","ENCFF001VNF"
"HOXA9","MICA",2,4,"HepG2","ENCFF311QDS; ENCFF963XVV"
"HOXA9","MICB",3,5,"HepG2","ENCFF870YDX; ENCFF888TQV; ENCFF963XVV"
"HOXA9","RAET1E",1,1,"HepG2","ENCFF311QDS"
"HOXA9","RAET1G",1,2,"HepG2","ENCFF963XVV"
"HOXA9","RAET1L",4,5,"HepG2","ENCFF311QDS; ENCFF870YDX; ENCFF888TQV; ENCFF963XVV"
"HOXA9","ULBP1",3,7,"HepG2","ENCFF870YDX; ENCFF888TQV; ENCFF963XVV"
"HOXA9","ULBP2",2,2,"HepG2","ENCFF888TQV; ENCFF963XVV"
"HOXA9","ULBP3",3,4,"HepG2","ENCFF870YDX; ENCFF888TQV; ENCFF963XVV"
"JDP2","MICA",1,4,"HepG2","ENCFF938KZM"
"JDP2","MICB",1,1,"HepG2","ENCFF938KZM"
"JDP2","RAET1G",1,2,"HepG2","ENCFF938KZM"
"JUN","MICA",58,130,"A549; HeLa-S3; HepG2; K562; MCF-7","ENCFF034DMF; ENCFF035MOG; ENCFF064QGH; ENCFF097IOD; ENCFF164AKR; ENCFF190CGV; ENCFF195SFC; ENCFF196GQT; ENCFF202DUT; ENCFF234PHK; ENCFF269DUB; ENCFF278FZO; ENCFF280RQS; ENCFF283XPJ; ENCFF301KRB; ENCFF309EWT; ENCFF329CUQ; ENCFF384SSM; ENCFF394CEC; ENCFF415DOT; ENCFF448LKU; ENCFF477SSD; ENCFF498BRE; ENCFF510WNP; ENCFF521WPO; ENCFF528GUQ; ENCFF543MHK; ENCFF544UXM; ENCFF566SCZ; ENCFF584OTW; ENCFF585XZF; ENCFF590IBE; ENCFF617QTL; ENCFF645VQU; ENCFF650NPL; ENCFF660ZKV; ENCFF740TUD; ENCFF759URR; ENCFF761VRT; ENCFF769AVZ; ENCFF769ZHE; ENCFF806AQE; ENCFF831NXF; ENCFF832ZYX; ENCFF865UPM; ENCFF875ZOG; ENCFF888LFK; ENCFF893YYD; ENCFF906QBG; ENCFF922MJE; ENCFF924JXT; ENCFF939QUZ; ENCFF941VTP; ENCFF945OSN; ENCFF947ENR; ENCFF974FYU; ENCFF988ODU; ENCFF999VYH"
"JUN","MICB",42,71,"A549; HepG2; K562; MCF-7","ENCFF001VMO; ENCFF001VMP; ENCFF002CWC; ENCFF034DMF; ENCFF035MOG; ENCFF053ZVO; ENCFF077UUI; ENCFF103NOZ; ENCFF196GQT; ENCFF219RVG; ENCFF234PHK; ENCFF269DUB; ENCFF278FZO; ENCFF283XPJ; ENCFF329CUQ; ENCFF344TGN; ENCFF415DOT; ENCFF422SBX; ENCFF448LKU; ENCFF477SSD; ENCFF498BRE; ENCFF510WNP; ENCFF521WPO; ENCFF543MHK; ENCFF544UXM; ENCFF585XZF; ENCFF595WOT; ENCFF596KVH; ENCFF645VQU; ENCFF660ZKV; ENCFF740TUD; ENCFF769ZHE; ENCFF893YYD; ENCFF922MJE; ENCFF924JXT; ENCFF934ECP; ENCFF939IIB; ENCFF939QUZ; ENCFF945OSN; ENCFF946SUD; ENCFF960PAB; ENCFF967FLQ"
"JUN","RAET1E",40,81,"A549; HeLa-S3; HepG2; K562; MCF-7","ENCFF053ZVO; ENCFF077UUI; ENCFF097IOD; ENCFF103NOZ; ENCFF164AKR; ENCFF182AWR; ENCFF234PHK; ENCFF269DUB; ENCFF278FZO; ENCFF283XPJ; ENCFF301KRB; ENCFF384SSM; ENCFF415DOT; ENCFF422SBX; ENCFF477SSD; ENCFF505TKN; ENCFF510WNP; ENCFF521WPO; ENCFF543MHK; ENCFF544UXM; ENCFF566SCZ; ENCFF584OTW; ENCFF585XZF; ENCFF595WOT; ENCFF596KVH; ENCFF617QTL; ENCFF660ZKV; ENCFF740TUD; ENCFF761VRT; ENCFF769ZHE; ENCFF775ZQY; ENCFF806AQE; ENCFF863WXR; ENCFF888LFK; ENCFF893YYD; ENCFF906QBG; ENCFF939IIB; ENCFF941VTP; ENCFF988ODU; ENCFF999VYH"
"JUN","RAET1G",33,51,"A549; HepG2; K562; MCF-7","ENCFF053ZVO; ENCFF182AWR; ENCFF196GQT; ENCFF269DUB; ENCFF278FZO; ENCFF283XPJ; ENCFF301KRB; ENCFF384SSM; ENCFF422SBX; ENCFF477SSD; ENCFF477UIF; ENCFF510WNP; ENCFF521WPO; ENCFF528GUQ; ENCFF544UXM; ENCFF585XZF; ENCFF650NPL; ENCFF660ZKV; ENCFF740TUD; ENCFF759URR; ENCFF761VRT; ENCFF769ZHE; ENCFF775ZQY; ENCFF863WXR; ENCFF888LFK; ENCFF893YYD; ENCFF906QBG; ENCFF922MJE; ENCFF934ECP; ENCFF939IIB; ENCFF946SUD; ENCFF960PAB; ENCFF988ODU"
"JUN","RAET1L",45,61,"A549; HeLa-S3; HepG2; K562; MCF-7","ENCFF034DMF; ENCFF035MOG; ENCFF097IOD; ENCFF103NOZ; ENCFF182AWR; ENCFF190CGV; ENCFF196GQT; ENCFF219RVG; ENCFF234PHK; ENCFF283XPJ; ENCFF335WNV; ENCFF344TGN; ENCFF394CEC; ENCFF415DOT; ENCFF422SBX; ENCFF477SSD; ENCFF477UIF; ENCFF505TKN; ENCFF521WPO; ENCFF528GUQ; ENCFF543MHK; ENCFF566SCZ; ENCFF584OTW; ENCFF589XFT; ENCFF596KVH; ENCFF617QTL; ENCFF645VQU; ENCFF650NPL; ENCFF718AYW; ENCFF738UHD; ENCFF761VRT; ENCFF769TUY; ENCFF769ZHE; ENCFF803YMN; ENCFF806AQE; ENCFF831NXF; ENCFF863WXR; ENCFF893YYD; ENCFF907IUT; ENCFF924JXT; ENCFF939IIB; ENCFF941VTP; ENCFF946SUD; ENCFF960PAB; ENCFF988ODU"
"JUN","ULBP1",54,92,"A549; HepG2; K562; MCF-7","ENCFF034DMF; ENCFF035MOG; ENCFF053ZVO; ENCFF182AWR; ENCFF190CGV; ENCFF196GQT; ENCFF202DUT; ENCFF219RVG; ENCFF269DUB; ENCFF278FZO; ENCFF283XPJ; ENCFF309EWT; ENCFF329CUQ; ENCFF332VWD; ENCFF344TGN; ENCFF384SSM; ENCFF394CEC; ENCFF432LMY; ENCFF477SSD; ENCFF477UIF; ENCFF498BRE; ENCFF510WNP; ENCFF521WPO; ENCFF528GUQ; ENCFF543MHK; ENCFF544UXM; ENCFF596KVH; ENCFF645VQU; ENCFF650NPL; ENCFF660ZKV; ENCFF696DFP; ENCFF738UHD; ENCFF740TUD; ENCFF755QMA; ENCFF759URR; ENCFF761VRT; ENCFF769ZHE; ENCFF832ZYX; ENCFF865UPM; ENCFF883MEM; ENCFF888LFK; ENCFF893YYD; ENCFF905NMP; ENCFF906QBG; ENCFF922MJE; ENCFF924JXT; ENCFF939QUZ; ENCFF945OSN; ENCFF946SUD; ENCFF947ENR; ENCFF960PAB; ENCFF971BAQ; ENCFF974FYU; ENCFF988ODU"
"JUN","ULBP2",28,38,"A549; HepG2; K562; MCF-7","ENCFF034DMF; ENCFF056QPQ; ENCFF103NOZ; ENCFF155WKH; ENCFF182AWR; ENCFF190CGV; ENCFF195SFC; ENCFF196GQT; ENCFF278FZO; ENCFF283XPJ; ENCFF301KRB; ENCFF384SSM; ENCFF394CEC; ENCFF422SBX; ENCFF477SSD; ENCFF521WPO; ENCFF528GUQ; ENCFF543MHK; ENCFF645VQU; ENCFF660ZKV; ENCFF761VRT; ENCFF769ZHE; ENCFF865UPM; ENCFF888LFK; ENCFF893YYD; ENCFF922MJE; ENCFF924JXT; ENCFF934ECP"
"JUN","ULBP3",46,71,"A549; HepG2; K562; MCF-7","ENCFF001VMO; ENCFF002CWC; ENCFF053ZVO; ENCFF077UUI; ENCFF103NOZ; ENCFF182AWR; ENCFF219RVG; ENCFF234PHK; ENCFF269DUB; ENCFF278FZO; ENCFF283XPJ; ENCFF329CUQ; ENCFF344TGN; ENCFF384SSM; ENCFF422SBX; ENCFF505TKN; ENCFF510WNP; ENCFF543MHK; ENCFF585XZF; ENCFF595WOT; ENCFF596KVH; ENCFF629BFI; ENCFF650NPL; ENCFF660ZKV; ENCFF696DFP; ENCFF716DUT; ENCFF740TUD; ENCFF755QMA; ENCFF759URR; ENCFF761VRT; ENCFF832ZYX; ENCFF883MEM; ENCFF893YYD; ENCFF906QBG; ENCFF924JXT; ENCFF930ARL; ENCFF934ECP; ENCFF934OCU; ENCFF939IIB; ENCFF939QUZ; ENCFF945OSN; ENCFF946SUD; ENCFF960PAB; ENCFF967FLQ; ENCFF974FYU; ENCFF988ODU"
"JUNB","MICA",24,37,"HepG2; K562","ENCFF051NBN; ENCFF158NUX; ENCFF176AUZ; ENCFF240ZMK; ENCFF243KHS; ENCFF250FUO; ENCFF259QFI; ENCFF292XDL; ENCFF304YRK; ENCFF362UGH; ENCFF525YHW; ENCFF579QGS; ENCFF606UEW; ENCFF700ERX; ENCFF701NOZ; ENCFF736LSP; ENCFF741LKD; ENCFF771ZXF; ENCFF783JFL; ENCFF811GGC; ENCFF828TUW; ENCFF867NYH; ENCFF953QWL; ENCFF988ZUA"
"JUNB","MICB",22,43,"A549; HepG2; K562","ENCFF001VRK; ENCFF002DDY; ENCFF036VQF; ENCFF051NBN; ENCFF127XOZ; ENCFF158NUX; ENCFF176AUZ; ENCFF240ZMK; ENCFF243KHS; ENCFF250FUO; ENCFF304YRK; ENCFF325KGM; ENCFF328OCA; ENCFF475YLO; ENCFF525YHW; ENCFF529CTW; ENCFF736LSP; ENCFF739XTO; ENCFF783JFL; ENCFF867NYH; ENCFF953QWL; ENCFF997SXB"
"JUNB","RAET1E",13,19,"A549; HepG2; K562","ENCFF016FWJ; ENCFF036VQF; ENCFF051NBN; ENCFF240ZMK; ENCFF259QFI; ENCFF579QGS; ENCFF654YBE; ENCFF700ERX; ENCFF701NOZ; ENCFF741LKD; ENCFF771ZXF; ENCFF783JFL; ENCFF953QWL"
"JUNB","RAET1G",9,13,"HepG2; K562","ENCFF051NBN; ENCFF127XOZ; ENCFF259QFI; ENCFF525YHW; ENCFF700ERX; ENCFF736LSP; ENCFF783JFL; ENCFF867NYH; ENCFF953QWL"
"JUNB","RAET1L",9,10,"HepG2; K562","ENCFF016FWJ; ENCFF127XOZ; ENCFF158NUX; ENCFF259QFI; ENCFF525YHW; ENCFF736LSP; ENCFF783JFL; ENCFF867NYH; ENCFF953QWL"
"JUNB","ULBP1",22,41,"HepG2; K562","ENCFF016FWJ; ENCFF051NBN; ENCFF127XOZ; ENCFF176AUZ; ENCFF240ZMK; ENCFF243KHS; ENCFF250FUO; ENCFF292XDL; ENCFF304YRK; ENCFF325KGM; ENCFF362UGH; ENCFF525YHW; ENCFF700ERX; ENCFF701NOZ; ENCFF736LSP; ENCFF741LKD; ENCFF783JFL; ENCFF811GGC; ENCFF867NYH; ENCFF932KRN; ENCFF953QWL; ENCFF997SXB"
"JUNB","ULBP2",8,12,"K562","ENCFF051NBN; ENCFF127XOZ; ENCFF158NUX; ENCFF700ERX; ENCFF736LSP; ENCFF783JFL; ENCFF867NYH; ENCFF953QWL"
"JUNB","ULBP3",12,20,"HepG2; K562","ENCFF001VRK; ENCFF051NBN; ENCFF127XOZ; ENCFF158NUX; ENCFF325KGM; ENCFF579QGS; ENCFF700ERX; ENCFF701NOZ; ENCFF736LSP; ENCFF867NYH; ENCFF953QWL; ENCFF997SXB"
"JUND","MICA",103,199,"HCT116; HeLa-S3; HepG2; K562; MCF-7; SK-N-SH; T47D","ENCFF012GCK; ENCFF032QAB; ENCFF040TDG; ENCFF049LVE; ENCFF059RDK; ENCFF076ZKJ; ENCFF080RVQ; ENCFF106WSZ; ENCFF109HIE; ENCFF113OUV; ENCFF114OBJ; ENCFF130QNO; ENCFF133YVZ; ENCFF146MHU; ENCFF164PZP; ENCFF177MTC; ENCFF177OAE; ENCFF178SFK; ENCFF187QQB; ENCFF190FYA; ENCFF190IVH; ENCFF194NEV; ENCFF207SFL; ENCFF213EYD; ENCFF217QFC; ENCFF237OAO; ENCFF242EJE; ENCFF246HKM; ENCFF260WYV; ENCFF273KIA; ENCFF281KZH; ENCFF305OER; ENCFF306SZL; ENCFF308OYP; ENCFF309RNQ; ENCFF310CQP; ENCFF313VAP; ENCFF314FHH; ENCFF333VCK; ENCFF334CNE; ENCFF351WFR; ENCFF372VSG; ENCFF378LWF; ENCFF382LAV; ENCFF383BYS; ENCFF396EWL; ENCFF413IZF; ENCFF416NHC; ENCFF430PEI; ENCFF431FHJ; ENCFF434JDK; ENCFF449NTK; ENCFF455DFQ; ENCFF471YUP; ENCFF475AUL; ENCFF483RLR; ENCFF489OBX; ENCFF510VMW; ENCFF520XQJ; ENCFF531RIP; ENCFF535OOE; ENCFF556TOJ; ENCFF562YSV; ENCFF571YBD; ENCFF577XUM; ENCFF580LUY; ENCFF587WTI; ENCFF587YQM; ENCFF606TLM; ENCFF620EMB; ENCFF627FTK; ENCFF662KJW; ENCFF662YLE; ENCFF682AGQ; ENCFF684IDW; ENCFF691ERI; ENCFF693HAG; ENCFF718MNT; ENCFF734HUF; ENCFF738FFP; ENCFF740JTO; ENCFF748PEZ; ENCFF749ZWC; ENCFF773HQL; ENCFF775TSR; ENCFF826HDC; ENCFF833ZRV; ENCFF835WVR; ENCFF848GBZ; ENCFF849VCJ; ENCFF858IZV; ENCFF880ETD; ENCFF889PON; ENCFF923ZXM; ENCFF937KAC; ENCFF951EMI; ENCFF963NVS; ENCFF973IDD; ENCFF985NMS; ENCFF987IOK; ENCFF991JQD; ENCFF993QSS; ENCFF998KDQ"
"JUND","MICB",77,117,"HCT116; HeLa-S3; HepG2; K562; MCF-7; SK-N-SH; T47D","ENCFF001VIQ; ENCFF001VKI; ENCFF001VNP; ENCFF001VRL; ENCFF002CSP; ENCFF002CUF; ENCFF002CWZ; ENCFF002DDZ; ENCFF076ZKJ; ENCFF085GOJ; ENCFF101JCE; ENCFF106WSZ; ENCFF159IRT; ENCFF164PZP; ENCFF177MTC; ENCFF177OAE; ENCFF178SFK; ENCFF185JWL; ENCFF190FYA; ENCFF190IVH; ENCFF213EYD; ENCFF215YYW; ENCFF242EJE; ENCFF265CMT; ENCFF306SZL; ENCFF308OYP; ENCFF313VAP; ENCFF314FHH; ENCFF337DKJ; ENCFF367HPL; ENCFF372VSG; ENCFF382LAV; ENCFF383BYS; ENCFF383XWW; ENCFF398EYK; ENCFF413IZF; ENCFF413ZYK; ENCFF416NHC; ENCFF432YUM; ENCFF434JDK; ENCFF471YUP; ENCFF475AUL; ENCFF510VMW; ENCFF514HVB; ENCFF520XQJ; ENCFF571YBD; ENCFF580LUY; ENCFF587WTI; ENCFF587YQM; ENCFF596XCU; ENCFF620EMB; ENCFF624QFG; ENCFF662KJW; ENCFF662YLE; ENCFF673PTK; ENCFF682AGQ; ENCFF684IDW; ENCFF693HAG; ENCFF716IBZ; ENCFF740JTO; ENCFF748PEZ; ENCFF772HIT; ENCFF772MXQ; ENCFF773HQL; ENCFF774OPQ; ENCFF816JWH; ENCFF826HDC; ENCFF830ZWP; ENCFF844LUC; ENCFF858IZV; ENCFF889PON; ENCFF951EMI; ENCFF953YCY; ENCFF963NVS; ENCFF973IDD; ENCFF987IOK; ENCFF993QSS"
"JUND","RAET1E",80,158,"HCT116; HeLa-S3; HepG2; K562; MCF-7; SK-N-SH; T47D","ENCFF012GCK; ENCFF032QAB; ENCFF040TDG; ENCFF059RDK; ENCFF080RVQ; ENCFF106WSZ; ENCFF109HIE; ENCFF114OBJ; ENCFF130QNO; ENCFF133YVZ; ENCFF146MHU; ENCFF159IRT; ENCFF177MTC; ENCFF177OAE; ENCFF178SFK; ENCFF185JWL; ENCFF187QQB; ENCFF190IVH; ENCFF207SFL; ENCFF215YYW; ENCFF217QFC; ENCFF237OAO; ENCFF242EJE; ENCFF260WYV; ENCFF289KHP; ENCFF308OYP; ENCFF310CQP; ENCFF313VAP; ENCFF314FHH; ENCFF333VCK; ENCFF357JCS; ENCFF372VSG; ENCFF378LWF; ENCFF382LAV; ENCFF383XWW; ENCFF388CXH; ENCFF413IZF; ENCFF416NHC; ENCFF431FHJ; ENCFF455DFQ; ENCFF475AUL; ENCFF489OBX; ENCFF510VMW; ENCFF520XQJ; ENCFF531RIP; ENCFF535OOE; ENCFF556TOJ; ENCFF571YBD; ENCFF580LUY; ENCFF587WTI; ENCFF587YQM; ENCFF606TLM; ENCFF624QFG; ENCFF644YOS; ENCFF662KJW; ENCFF682AGQ; ENCFF684IDW; ENCFF693HAG; ENCFF716IBZ; ENCFF718MNT; ENCFF734HUF; ENCFF740JTO; ENCFF748PEZ; ENCFF749ZWC; ENCFF772HIT; ENCFF773HQL; ENCFF775TSR; ENCFF833ZRV; ENCFF835WVR; ENCFF848GBZ; ENCFF849VCJ; ENCFF880ETD; ENCFF889PON; ENCFF923ZXM; ENCFF937KAC; ENCFF951EMI; ENCFF973IDD; ENCFF987IOK; ENCFF995QMN; ENCFF998KDQ"
"JUND","RAET1G",34,52,"HCT116; HepG2; K562; MCF-7; SK-N-SH; T47D","ENCFF076ZKJ; ENCFF101JCE; ENCFF106WSZ; ENCFF164PZP; ENCFF178SFK; ENCFF190IVH; ENCFF194NEV; ENCFF215YYW; ENCFF242EJE; ENCFF289KHP; ENCFF308OYP; ENCFF323HOG; ENCFF413IZF; ENCFF416NHC; ENCFF514HVB; ENCFF520XQJ; ENCFF571YBD; ENCFF580LUY; ENCFF587WTI; ENCFF587YQM; ENCFF620EMB; ENCFF624QFG; ENCFF662YLE; ENCFF684IDW; ENCFF691ERI; ENCFF716IBZ; ENCFF748PEZ; ENCFF772HIT; ENCFF772MXQ; ENCFF830ZWP; ENCFF858IZV; ENCFF880ETD; ENCFF951EMI; ENCFF953YCY"
"JUND","RAET1L",88,115,"HCT116; HeLa-S3; HepG2; K562; MCF-7; SK-N-SH; T47D","ENCFF001VNP; ENCFF011ZXF; ENCFF032QAB; ENCFF040TDG; ENCFF076ZKJ; ENCFF080RVQ; ENCFF101JCE; ENCFF106WSZ; ENCFF113OUV; ENCFF114OBJ; ENCFF159IRT; ENCFF177MTC; ENCFF177OAE; ENCFF178SFK; ENCFF187QQB; ENCFF190FYA; ENCFF190IVH; ENCFF207SFL; ENCFF215YYW; ENCFF237OAO; ENCFF308OYP; ENCFF310CQP; ENCFF313VAP; ENCFF314FHH; ENCFF323HOG; ENCFF333VCK; ENCFF357JCS; ENCFF367HPL; ENCFF372VSG; ENCFF378LWF; ENCFF382LAV; ENCFF388CXH; ENCFF398EYK; ENCFF398OOD; ENCFF413ZYK; ENCFF415FMC; ENCFF416NHC; ENCFF431FHJ; ENCFF434JDK; ENCFF449NTK; ENCFF455DFQ; ENCFF475AUL; ENCFF510VMW; ENCFF514HVB; ENCFF520XQJ; ENCFF531RIP; ENCFF535OOE; ENCFF556TOJ; ENCFF559LYQ; ENCFF569ZCY; ENCFF571YBD; ENCFF580LUY; ENCFF587WTI; ENCFF587YQM; ENCFF606TLM; ENCFF620EMB; ENCFF624QFG; ENCFF627FTK; ENCFF644YOS; ENCFF673PTK; ENCFF682AGQ; ENCFF691ERI; ENCFF693HAG; ENCFF734HUF; ENCFF740JTO; ENCFF748PEZ; ENCFF749ZWC; ENCFF772HIT; ENCFF773HQL; ENCFF830ZWP; ENCFF833ZRV; ENCFF835WVR; ENCFF844LUC; ENCFF848GBZ; ENCFF858IZV; ENCFF866YBG; ENCFF880ETD; ENCFF880POK; ENCFF889PON; ENCFF904TDY; ENCFF918BVV; ENCFF923ZXM; ENCFF937KAC; ENCFF953YCY; ENCFF973IDD; ENCFF987IOK; ENCFF995QMN; ENCFF998KDQ"
"JUND","ULBP1",49,85,"HCT116; HeLa-S3; HepG2; K562; MCF-7; SK-N-SH","ENCFF040TDG; ENCFF106WSZ; ENCFF159IRT; ENCFF177MTC; ENCFF177OAE; ENCFF178SFK; ENCFF190FYA; ENCFF190IVH; ENCFF207SFL; ENCFF213EYD; ENCFF265CMT; ENCFF273KIA; ENCFF306SZL; ENCFF308OYP; ENCFF309RNQ; ENCFF310CQP; ENCFF313VAP; ENCFF334CNE; ENCFF367HPL; ENCFF382LAV; ENCFF383XWW; ENCFF398OOD; ENCFF416NHC; ENCFF431FHJ; ENCFF434JDK; ENCFF471YUP; ENCFF514HVB; ENCFF520XQJ; ENCFF559LYQ; ENCFF559WOL; ENCFF571YBD; ENCFF580LUY; ENCFF587WTI; ENCFF587YQM; ENCFF620EMB; ENCFF624QFG; ENCFF693HAG; ENCFF698OYZ; ENCFF734HUF; ENCFF748PEZ; ENCFF773HQL; ENCFF826HDC; ENCFF833ZRV; ENCFF849VCJ; ENCFF866YBG; ENCFF889PON; ENCFF953YCY; ENCFF973IDD; ENCFF993QSS"
"JUND","ULBP2",35,50,"HCT116; HepG2; K562; MCF-7; SK-N-SH","ENCFF076ZKJ; ENCFF106WSZ; ENCFF159IRT; ENCFF164PZP; ENCFF177OAE; ENCFF178SFK; ENCFF207SFL; ENCFF213EYD; ENCFF306SZL; ENCFF309RNQ; ENCFF313VAP; ENCFF323HOG; ENCFF334CNE; ENCFF382LAV; ENCFF383XWW; ENCFF398OOD; ENCFF413IZF; ENCFF416NHC; ENCFF431FHJ; ENCFF432YUM; ENCFF471YUP; ENCFF520XQJ; ENCFF559LYQ; ENCFF571YBD; ENCFF587WTI; ENCFF587YQM; ENCFF624QFG; ENCFF662KJW; ENCFF691ERI; ENCFF748PEZ; ENCFF826HDC; ENCFF880POK; ENCFF904TDY; ENCFF973IDD; ENCFF993QSS"
"JUND","ULBP3",73,142,"HCT116; HeLa-S3; HepG2; K562; MCF-7; SK-N-SH; T47D","ENCFF001UGK; ENCFF001UGL; ENCFF001VKI; ENCFF001VNP; ENCFF001VRL; ENCFF002CKP; ENCFF002CUF; ENCFF002CWZ; ENCFF002DDZ; ENCFF106WSZ; ENCFF133YVZ; ENCFF146MHU; ENCFF159IRT; ENCFF164PZP; ENCFF177MTC; ENCFF178SFK; ENCFF185JWL; ENCFF187QQB; ENCFF190FYA; ENCFF190IVH; ENCFF194NEV; ENCFF207SFL; ENCFF215YYW; ENCFF265CMT; ENCFF289KHP; ENCFF308OYP; ENCFF310CQP; ENCFF313VAP; ENCFF323HOG; ENCFF337DKJ; ENCFF357JCS; ENCFF367HPL; ENCFF372VSG; ENCFF383XWW; ENCFF398EYK; ENCFF398OOD; ENCFF413IZF; ENCFF413ZYK; ENCFF431FHJ; ENCFF520XQJ; ENCFF559LYQ; ENCFF569ZCY; ENCFF571YBD; ENCFF580LUY; ENCFF587WTI; ENCFF587YQM; ENCFF596XCU; ENCFF624QFG; ENCFF662KJW; ENCFF684IDW; ENCFF691ERI; ENCFF693HAG; ENCFF716IBZ; ENCFF721HUX; ENCFF748PEZ; ENCFF749ZWC; ENCFF772HIT; ENCFF772MXQ; ENCFF773HQL; ENCFF774OPQ; ENCFF830ZWP; ENCFF833ZRV; ENCFF844LUC; ENCFF880POK; ENCFF889PON; ENCFF904TDY; ENCFF918BVV; ENCFF937KAC; ENCFF951EMI; ENCFF953YCY; ENCFF971UIP; ENCFF973IDD; ENCFF987IOK"
"KLF4","MICA",8,17,"MCF-7","ENCFF287QDZ; ENCFF320CYA; ENCFF441YSV; ENCFF642JAM; ENCFF688RBD; ENCFF763SZW; ENCFF908SGD; ENCFF974WCC"
"KLF4","MICB",6,9,"MCF-7","ENCFF070OJG; ENCFF441YSV; ENCFF642JAM; ENCFF751FQC; ENCFF763SZW; ENCFF974WCC"
"KLF4","RAET1E",2,2,"MCF-7","ENCFF441YSV; ENCFF974WCC"
"KLF4","RAET1G",5,5,"MCF-7","ENCFF070OJG; ENCFF441YSV; ENCFF751FQC; ENCFF897LGZ; ENCFF974WCC"
"KLF4","RAET1L",13,21,"MCF-7","ENCFF158OLY; ENCFF287QDZ; ENCFF320CYA; ENCFF410BQG; ENCFF429OUG; ENCFF441YSV; ENCFF461CLM; ENCFF536WWR; ENCFF642JAM; ENCFF688RBD; ENCFF763SZW; ENCFF908SGD; ENCFF974WCC"
"KLF4","ULBP1",8,13,"MCF-7","ENCFF320CYA; ENCFF441YSV; ENCFF642JAM; ENCFF688RBD; ENCFF763SZW; ENCFF897LGZ; ENCFF908SGD; ENCFF974WCC"
"KLF4","ULBP2",5,6,"MCF-7","ENCFF320CYA; ENCFF441YSV; ENCFF642JAM; ENCFF908SGD; ENCFF974WCC"
"KLF4","ULBP3",16,30,"MCF-7","ENCFF070OJG; ENCFF287QDZ; ENCFF320CYA; ENCFF410BQG; ENCFF441YSV; ENCFF461CLM; ENCFF463ZWH; ENCFF536WWR; ENCFF642JAM; ENCFF688RBD; ENCFF751FQC; ENCFF763SZW; ENCFF792BDD; ENCFF897LGZ; ENCFF908SGD; ENCFF974WCC"
"KLF6","MICA",22,68,"HepG2; K562","ENCFF060XHO; ENCFF128SLD; ENCFF259LBW; ENCFF264SCG; ENCFF290IVM; ENCFF321NAD; ENCFF324CCI; ENCFF353TIB; ENCFF385CUC; ENCFF407YHS; ENCFF563ZJM; ENCFF639DEG; ENCFF644KYH; ENCFF691KQK; ENCFF711GIA; ENCFF719ZPW; ENCFF723JNI; ENCFF759VEI; ENCFF826UBD; ENCFF831YRJ; ENCFF855INH; ENCFF980OTF"
