"file_name","file_accession","TF","cell_line","gene_name","n_overlapping_peaks"
"ENCFF480GLV.bed.gz","ENCFF480GLV","ATF3","HepG2","ULBP1",1
"ENCFF480GLV.bed.gz","ENCFF480GLV","ATF3","HepG2","ULBP2",1
"ENCFF481CJE.bed.gz","ENCFF481CJE","JUN","MCF-7",NA,0
"ENCFF482RLB.bed.gz","ENCFF482RLB","SP1","K562","MICA",4
"ENCFF482RLB.bed.gz","ENCFF482RLB","SP1","K562","MICB",3
"ENCFF482RLB.bed.gz","ENCFF482RLB","SP1","K562","RAET1E",1
"ENCFF482RLB.bed.gz","ENCFF482RLB","SP1","K562","RAET1G",2
"ENCFF482RLB.bed.gz","ENCFF482RLB","SP1","K562","RAET1L",1
"ENCFF482RLB.bed.gz","ENCFF482RLB","SP1","K562","ULBP1",2
"ENCFF482RLB.bed.gz","ENCFF482RLB","SP1","K562","ULBP2",3
"ENCFF482RLB.bed.gz","ENCFF482RLB","SP1","K562","ULBP3",3
"ENCFF482YKV.bed.gz","ENCFF482YKV","MECOM","K562","MICA",1
"ENCFF482YXK.bed.gz","ENCFF482YXK","MYBL2","K562","MICA",1
"ENCFF482YXK.bed.gz","ENCFF482YXK","MYBL2","K562","MICB",3
"ENCFF482YXK.bed.gz","ENCFF482YXK","MYBL2","K562","ULBP1",1
"ENCFF483BFQ.bed.gz","ENCFF483BFQ","NFE2L2","A549",NA,0
"ENCFF483RLR.bed.gz","ENCFF483RLR","JUND","HepG2","MICA",1
"ENCFF483XFR.bed.gz","ENCFF483XFR","ATF4","K562","MICA",3
"ENCFF483XFR.bed.gz","ENCFF483XFR","ATF4","K562","MICB",4
"ENCFF483XFR.bed.gz","ENCFF483XFR","ATF4","K562","ULBP1",1
"ENCFF483XQO.bed.gz","ENCFF483XQO","MAFF","K562",NA,0
"ENCFF484BZA.bed.gz","ENCFF484BZA","ATF3","K562","MICA",3
"ENCFF484BZA.bed.gz","ENCFF484BZA","ATF3","K562","MICB",1
"ENCFF484BZA.bed.gz","ENCFF484BZA","ATF3","K562","RAET1E",1
"ENCFF484BZA.bed.gz","ENCFF484BZA","ATF3","K562","ULBP1",3
"ENCFF484BZA.bed.gz","ENCFF484BZA","ATF3","K562","ULBP3",1
"ENCFF485GJV.bed.gz","ENCFF485GJV","SP1","HepG2","MICA",2
"ENCFF485GJV.bed.gz","ENCFF485GJV","SP1","HepG2","MICB",1
"ENCFF485GJV.bed.gz","ENCFF485GJV","SP1","HepG2","RAET1G",3
"ENCFF485GJV.bed.gz","ENCFF485GJV","SP1","HepG2","ULBP1",2
"ENCFF485GJV.bed.gz","ENCFF485GJV","SP1","HepG2","ULBP2",1
"ENCFF485GJV.bed.gz","ENCFF485GJV","SP1","HepG2","ULBP3",1
"ENCFF485ROE.bed.gz","ENCFF485ROE","MAFF","K562",NA,0
"ENCFF485TYY.bed.gz","ENCFF485TYY","FOSL1","K562","MICA",4
"ENCFF485TYY.bed.gz","ENCFF485TYY","FOSL1","K562","MICB",3
"ENCFF485TYY.bed.gz","ENCFF485TYY","FOSL1","K562","RAET1E",4
"ENCFF485TYY.bed.gz","ENCFF485TYY","FOSL1","K562","RAET1G",2
"ENCFF485TYY.bed.gz","ENCFF485TYY","FOSL1","K562","RAET1L",3
"ENCFF485TYY.bed.gz","ENCFF485TYY","FOSL1","K562","ULBP1",3
"ENCFF485TYY.bed.gz","ENCFF485TYY","FOSL1","K562","ULBP2",2
"ENCFF486FET.bed.gz","ENCFF486FET","MYBL2","K562","MICB",1
"ENCFF486FET.bed.gz","ENCFF486FET","MYBL2","K562","RAET1E",1
"ENCFF486FET.bed.gz","ENCFF486FET","MYBL2","K562","RAET1G",2
"ENCFF486FET.bed.gz","ENCFF486FET","MYBL2","K562","RAET1L",3
"ENCFF486FET.bed.gz","ENCFF486FET","MYBL2","K562","ULBP1",1
"ENCFF486FET.bed.gz","ENCFF486FET","MYBL2","K562","ULBP2",1
"ENCFF486IUH.bed.gz","ENCFF486IUH","ELK1","A549",NA,0
"ENCFF486RMY.bed.gz","ENCFF486RMY","FOSL2","A549","MICA",2
"ENCFF486RMY.bed.gz","ENCFF486RMY","FOSL2","A549","MICB",1
"ENCFF486RMY.bed.gz","ENCFF486RMY","FOSL2","A549","RAET1E",2
"ENCFF486RMY.bed.gz","ENCFF486RMY","FOSL2","A549","RAET1L",1
"ENCFF486RMY.bed.gz","ENCFF486RMY","FOSL2","A549","ULBP1",1
"ENCFF486RMY.bed.gz","ENCFF486RMY","FOSL2","A549","ULBP2",1
"ENCFF486RMY.bed.gz","ENCFF486RMY","FOSL2","A549","ULBP3",1
"ENCFF486ZBQ.bed.gz","ENCFF486ZBQ","CEBPB","K562","MICA",3
"ENCFF486ZBQ.bed.gz","ENCFF486ZBQ","CEBPB","K562","MICB",2
"ENCFF486ZBQ.bed.gz","ENCFF486ZBQ","CEBPB","K562","RAET1L",1
"ENCFF486ZBQ.bed.gz","ENCFF486ZBQ","CEBPB","K562","ULBP1",1
"ENCFF486ZBQ.bed.gz","ENCFF486ZBQ","CEBPB","K562","ULBP3",2
"ENCFF487KTD.bed.gz","ENCFF487KTD","ETS1","HepG2",NA,0
"ENCFF488CCC.bed.gz","ENCFF488CCC","CEBPB","K562","MICA",1
"ENCFF488CCC.bed.gz","ENCFF488CCC","CEBPB","K562","MICB",2
"ENCFF488CCC.bed.gz","ENCFF488CCC","CEBPB","K562","ULBP1",1
"ENCFF488ICN.bed.gz","ENCFF488ICN","MAFK","HeLa-S3","RAET1E",1
"ENCFF488ICN.bed.gz","ENCFF488ICN","MAFK","HeLa-S3","ULBP1",1
"ENCFF488ICN.bed.gz","ENCFF488ICN","MAFK","HeLa-S3","ULBP3",2
"ENCFF488XZE.bed.gz","ENCFF488XZE","CEBPB","A549","RAET1G",1
"ENCFF488XZE.bed.gz","ENCFF488XZE","CEBPB","A549","ULBP1",1
"ENCFF488XZE.bed.gz","ENCFF488XZE","CEBPB","A549","ULBP3",1
"ENCFF489OBX.bed.gz","ENCFF489OBX","JUND","T47D","MICA",1
"ENCFF489OBX.bed.gz","ENCFF489OBX","JUND","T47D","RAET1E",1
"ENCFF489RQK.bed.gz","ENCFF489RQK","FOS","HeLa-S3",NA,0
"ENCFF489TPP.bed.gz","ENCFF489TPP","CLOCK","MCF-7","MICA",2
"ENCFF489TPP.bed.gz","ENCFF489TPP","CLOCK","MCF-7","MICB",1
"ENCFF489TPP.bed.gz","ENCFF489TPP","CLOCK","MCF-7","RAET1E",2
"ENCFF489TPP.bed.gz","ENCFF489TPP","CLOCK","MCF-7","RAET1L",1
"ENCFF489TPP.bed.gz","ENCFF489TPP","CLOCK","MCF-7","ULBP1",1
"ENCFF489TPP.bed.gz","ENCFF489TPP","CLOCK","MCF-7","ULBP2",2
"ENCFF490IWP.bed.gz","ENCFF490IWP","ELK1","K562","MICA",2
"ENCFF491ALL.bed.gz","ENCFF491ALL","FOSL1","HCT116","RAET1E",3
"ENCFF491ALL.bed.gz","ENCFF491ALL","FOSL1","HCT116","RAET1L",3
"ENCFF491DNM.bed.gz","ENCFF491DNM","ATF4","K562","MICB",2
"ENCFF491DNM.bed.gz","ENCFF491DNM","ATF4","K562","ULBP3",1
"ENCFF492NVG.bed.gz","ENCFF492NVG","CLOCK","MCF-7","MICA",2
"ENCFF492NVG.bed.gz","ENCFF492NVG","CLOCK","MCF-7","MICB",1
"ENCFF492NVG.bed.gz","ENCFF492NVG","CLOCK","MCF-7","RAET1E",2
"ENCFF492NVG.bed.gz","ENCFF492NVG","CLOCK","MCF-7","RAET1L",1
"ENCFF492NVG.bed.gz","ENCFF492NVG","CLOCK","MCF-7","ULBP1",2
"ENCFF492NVG.bed.gz","ENCFF492NVG","CLOCK","MCF-7","ULBP2",2
"ENCFF492NVG.bed.gz","ENCFF492NVG","CLOCK","MCF-7","ULBP3",2
"ENCFF492NYO.bed.gz","ENCFF492NYO","FOS","K562",NA,0
"ENCFF492VYK.bed.gz","ENCFF492VYK","MAFF","HeLa-S3","MICB",1
"ENCFF492VYK.bed.gz","ENCFF492VYK","MAFF","HeLa-S3","ULBP3",2
"ENCFF492ZNK.bed.gz","ENCFF492ZNK","ATF3","K562","ULBP1",1
"ENCFF493DXA.bed.gz","ENCFF493DXA","MAFG","K562","MICA",1
"ENCFF493MJT.bed.gz","ENCFF493MJT","PBX3","SK-N-SH","MICA",2
"ENCFF493MJT.bed.gz","ENCFF493MJT","PBX3","SK-N-SH","MICB",1
"ENCFF493MJT.bed.gz","ENCFF493MJT","PBX3","SK-N-SH","RAET1E",3
"ENCFF493MJT.bed.gz","ENCFF493MJT","PBX3","SK-N-SH","ULBP1",3
"ENCFF493MJT.bed.gz","ENCFF493MJT","PBX3","SK-N-SH","ULBP2",1
"ENCFF493MJT.bed.gz","ENCFF493MJT","PBX3","SK-N-SH","ULBP3",1
"ENCFF493PSP.bed.gz","ENCFF493PSP","ETS2","K562","MICA",1
"ENCFF493SBE.bed.gz","ENCFF493SBE","CREB1","K562","MICA",4
"ENCFF493SBE.bed.gz","ENCFF493SBE","CREB1","K562","MICB",1
"ENCFF493SBE.bed.gz","ENCFF493SBE","CREB1","K562","ULBP1",2
"ENCFF493SBE.bed.gz","ENCFF493SBE","CREB1","K562","ULBP2",4
"ENCFF493SBE.bed.gz","ENCFF493SBE","CREB1","K562","ULBP3",1
"ENCFF493TIR.bed.gz","ENCFF493TIR","MAFF","HepG2",NA,0
"ENCFF493XGB.bed.gz","ENCFF493XGB","CREB3L1","K562","MICA",5
"ENCFF493XGB.bed.gz","ENCFF493XGB","CREB3L1","K562","MICB",2
"ENCFF493XGB.bed.gz","ENCFF493XGB","CREB3L1","K562","RAET1E",3
"ENCFF493XGB.bed.gz","ENCFF493XGB","CREB3L1","K562","RAET1G",2
"ENCFF493XGB.bed.gz","ENCFF493XGB","CREB3L1","K562","ULBP1",3
"ENCFF493XGB.bed.gz","ENCFF493XGB","CREB3L1","K562","ULBP2",3
"ENCFF493XGB.bed.gz","ENCFF493XGB","CREB3L1","K562","ULBP3",2
"ENCFF493YNR.bed.gz","ENCFF493YNR","GTF2B","K562","MICA",1
"ENCFF494YNM.bed.gz","ENCFF494YNM","FOS","HeLa-S3","RAET1E",1
"ENCFF494YNM.bed.gz","ENCFF494YNM","FOS","HeLa-S3","RAET1L",1
"ENCFF495DDK.bed.gz","ENCFF495DDK","ATF3","K562","ULBP1",1
"ENCFF495DDK.bed.gz","ENCFF495DDK","ATF3","K562","ULBP2",1
"ENCFF495IFK.bed.gz","ENCFF495IFK","CEBPB","A549","RAET1E",1
"ENCFF495IFK.bed.gz","ENCFF495IFK","CEBPB","A549","ULBP1",1
"ENCFF495MHZ.bed.gz","ENCFF495MHZ","NFE2","K562","ULBP3",1
"ENCFF495PCJ.bed.gz","ENCFF495PCJ","CREB1","MCF-7","MICA",1
"ENCFF495PCJ.bed.gz","ENCFF495PCJ","CREB1","MCF-7","ULBP1",1
"ENCFF495PCJ.bed.gz","ENCFF495PCJ","CREB1","MCF-7","ULBP2",1
"ENCFF495PCJ.bed.gz","ENCFF495PCJ","CREB1","MCF-7","ULBP3",1
"ENCFF495QSX.bed.gz","ENCFF495QSX","GATA3","MCF-7","RAET1L",1
"ENCFF496KKT.bed.gz","ENCFF496KKT","NFE2","K562","ULBP3",1
"ENCFF497SIC.bed.gz","ENCFF497SIC","FOSL1","HepG2","MICA",1
"ENCFF498BRE.bed.gz","ENCFF498BRE","JUN","K562","MICA",2
"ENCFF498BRE.bed.gz","ENCFF498BRE","JUN","K562","MICB",1
"ENCFF498BRE.bed.gz","ENCFF498BRE","JUN","K562","ULBP1",1
"ENCFF498MGH.bed.gz","ENCFF498MGH","MAFF","K562",NA,0
"ENCFF498MHZ.bed.gz","ENCFF498MHZ","PBX1","A549","MICA",1
"ENCFF498MHZ.bed.gz","ENCFF498MHZ","PBX1","A549","MICB",1
"ENCFF498MHZ.bed.gz","ENCFF498MHZ","PBX1","A549","ULBP1",1
"ENCFF498MHZ.bed.gz","ENCFF498MHZ","PBX1","A549","ULBP2",1
"ENCFF498MHZ.bed.gz","ENCFF498MHZ","PBX1","A549","ULBP3",1
"ENCFF498VXG.bed.gz","ENCFF498VXG","CEBPB","Ishikawa","MICA",1
"ENCFF498VXG.bed.gz","ENCFF498VXG","CEBPB","Ishikawa","ULBP1",1
"ENCFF498YES.bed.gz","ENCFF498YES","ATF1","HepG2","MICA",5
"ENCFF498YES.bed.gz","ENCFF498YES","ATF1","HepG2","MICB",2
"ENCFF498YGH.bed.gz","ENCFF498YGH","ATF7","HepG2",NA,0
"ENCFF500OTO.bed.gz","ENCFF500OTO","TBP","HepG2","MICA",1
"ENCFF501VID.bed.gz","ENCFF501VID","CREB1","HepG2","MICA",5
"ENCFF501VID.bed.gz","ENCFF501VID","CREB1","HepG2","MICB",1
"ENCFF501VID.bed.gz","ENCFF501VID","CREB1","HepG2","RAET1E",2
"ENCFF501VID.bed.gz","ENCFF501VID","CREB1","HepG2","RAET1G",2
"ENCFF501VID.bed.gz","ENCFF501VID","CREB1","HepG2","ULBP1",1
"ENCFF501VID.bed.gz","ENCFF501VID","CREB1","HepG2","ULBP2",1
"ENCFF501VJS.bed.gz","ENCFF501VJS","GATA3","MCF-7",NA,0
"ENCFF502KND.bed.gz","ENCFF502KND","MAFK","MCF-7",NA,0
"ENCFF502ZTC.bed.gz","ENCFF502ZTC","ATF2","HepG2","RAET1G",1
"ENCFF502ZTC.bed.gz","ENCFF502ZTC","ATF2","HepG2","ULBP3",1
"ENCFF503LMD.bed.gz","ENCFF503LMD","FOSL1","K562",NA,0
"ENCFF503TKI.bed.gz","ENCFF503TKI","GATA3","MCF-7",NA,0
"ENCFF504GFG.bed.gz","ENCFF504GFG","ATF7","HepG2","MICA",1
"ENCFF505EYQ.bed.gz","ENCFF505EYQ","JUN","A549",NA,0
"ENCFF505TKN.bed.gz","ENCFF505TKN","JUN","HepG2","RAET1E",1
"ENCFF505TKN.bed.gz","ENCFF505TKN","JUN","HepG2","RAET1L",2
"ENCFF505TKN.bed.gz","ENCFF505TKN","JUN","HepG2","ULBP3",4
"ENCFF506QUO.bed.gz","ENCFF506QUO","FOSL2","MCF-7","MICA",2
"ENCFF506QUO.bed.gz","ENCFF506QUO","FOSL2","MCF-7","RAET1L",1
"ENCFF507BNV.bed.gz","ENCFF507BNV","STAT6","K562","MICA",6
"ENCFF507BNV.bed.gz","ENCFF507BNV","STAT6","K562","MICB",2
"ENCFF507BNV.bed.gz","ENCFF507BNV","STAT6","K562","RAET1G",1
"ENCFF507BNV.bed.gz","ENCFF507BNV","STAT6","K562","ULBP1",2
"ENCFF507BNV.bed.gz","ENCFF507BNV","STAT6","K562","ULBP2",1
"ENCFF507QST.bed.gz","ENCFF507QST","CREB3","K562",NA,0
"ENCFF507XJO.bed.gz","ENCFF507XJO","ATF2","K562","RAET1E",2
"ENCFF507XJO.bed.gz","ENCFF507XJO","ATF2","K562","RAET1G",2
"ENCFF507XJO.bed.gz","ENCFF507XJO","ATF2","K562","ULBP1",4
"ENCFF507XJO.bed.gz","ENCFF507XJO","ATF2","K562","ULBP3",2
"ENCFF507YIO.bed.gz","ENCFF507YIO","MAFF","HeLa-S3","MICB",3
"ENCFF507YIO.bed.gz","ENCFF507YIO","MAFF","HeLa-S3","ULBP3",1
"ENCFF508ABJ.bed.gz","ENCFF508ABJ","ETS1","HepG2",NA,0
"ENCFF510BCH.bed.gz","ENCFF510BCH","ATF4","HepG2","MICA",1
"ENCFF510BCH.bed.gz","ENCFF510BCH","ATF4","HepG2","RAET1G",3
"ENCFF510BCH.bed.gz","ENCFF510BCH","ATF4","HepG2","ULBP1",1
"ENCFF510BTR.bed.gz","ENCFF510BTR","CLOCK","MCF-7","MICA",1
"ENCFF510BTR.bed.gz","ENCFF510BTR","CLOCK","MCF-7","MICB",1
"ENCFF510BTR.bed.gz","ENCFF510BTR","CLOCK","MCF-7","ULBP1",2
"ENCFF510IDP.bed.gz","ENCFF510IDP","JUNB","K562",NA,0
"ENCFF510JMY.bed.gz","ENCFF510JMY","MAFF","HeLa-S3","MICB",1
"ENCFF510JMY.bed.gz","ENCFF510JMY","MAFF","HeLa-S3","RAET1E",1
"ENCFF510JMY.bed.gz","ENCFF510JMY","MAFF","HeLa-S3","RAET1G",1
"ENCFF510UKU.bed.gz","ENCFF510UKU","ATF7","HepG2",NA,0
"ENCFF510VMW.bed.gz","ENCFF510VMW","JUND","SK-N-SH","MICA",1
"ENCFF510VMW.bed.gz","ENCFF510VMW","JUND","SK-N-SH","MICB",1
"ENCFF510VMW.bed.gz","ENCFF510VMW","JUND","SK-N-SH","RAET1E",3
"ENCFF510VMW.bed.gz","ENCFF510VMW","JUND","SK-N-SH","RAET1L",1
"ENCFF510WNP.bed.gz","ENCFF510WNP","JUN","A549","MICA",1
"ENCFF510WNP.bed.gz","ENCFF510WNP","JUN","A549","MICB",2
"ENCFF510WNP.bed.gz","ENCFF510WNP","JUN","A549","RAET1E",6
"ENCFF510WNP.bed.gz","ENCFF510WNP","JUN","A549","RAET1G",2
"ENCFF510WNP.bed.gz","ENCFF510WNP","JUN","A549","ULBP1",2
"ENCFF510WNP.bed.gz","ENCFF510WNP","JUN","A549","ULBP3",2
"ENCFF511CFI.bed.gz","ENCFF511CFI","MAFF","HeLa-S3",NA,0
"ENCFF513DQS.bed.gz","ENCFF513DQS","MAFG","K562","MICA",5
"ENCFF513DQS.bed.gz","ENCFF513DQS","MAFG","K562","MICB",3
"ENCFF513DQS.bed.gz","ENCFF513DQS","MAFG","K562","RAET1G",1
"ENCFF513JOM.bed.gz","ENCFF513JOM","JUNB","A549",NA,0
"ENCFF513RYS.bed.gz","ENCFF513RYS","ATF2","K562","MICB",3
"ENCFF513RYS.bed.gz","ENCFF513RYS","ATF2","K562","RAET1G",3
"ENCFF513RYS.bed.gz","ENCFF513RYS","ATF2","K562","RAET1L",1
"ENCFF513RYS.bed.gz","ENCFF513RYS","ATF2","K562","ULBP3",5
"ENCFF514HVB.bed.gz","ENCFF514HVB","JUND","SK-N-SH","MICB",2
"ENCFF514HVB.bed.gz","ENCFF514HVB","JUND","SK-N-SH","RAET1G",1
"ENCFF514HVB.bed.gz","ENCFF514HVB","JUND","SK-N-SH","RAET1L",1
"ENCFF514HVB.bed.gz","ENCFF514HVB","JUND","SK-N-SH","ULBP1",1
"ENCFF515APP.bed.gz","ENCFF515APP","ETS2","K562","MICA",4
"ENCFF515APP.bed.gz","ENCFF515APP","ETS2","K562","MICB",1
"ENCFF515APP.bed.gz","ENCFF515APP","ETS2","K562","RAET1G",1
"ENCFF515APP.bed.gz","ENCFF515APP","ETS2","K562","RAET1L",1
"ENCFF515APP.bed.gz","ENCFF515APP","ETS2","K562","ULBP1",1
"ENCFF515APP.bed.gz","ENCFF515APP","ETS2","K562","ULBP2",1
"ENCFF515APP.bed.gz","ENCFF515APP","ETS2","K562","ULBP3",2
"ENCFF516MWP.bed.gz","ENCFF516MWP","MYBL2","K562","RAET1E",1
"ENCFF516MWP.bed.gz","ENCFF516MWP","MYBL2","K562","ULBP1",1
"ENCFF516SIV.bed.gz","ENCFF516SIV","ATF2","K562",NA,0
"ENCFF517SLM.bed.gz","ENCFF517SLM","MAFK","MCF-7",NA,0
"ENCFF517TKD.bed.gz","ENCFF517TKD","GATA3","A549",NA,0
"ENCFF517UED.bed.gz","ENCFF517UED","SP1","HepG2","MICA",1
"ENCFF517UED.bed.gz","ENCFF517UED","SP1","HepG2","MICB",1
"ENCFF517UED.bed.gz","ENCFF517UED","SP1","HepG2","RAET1G",1
"ENCFF517UED.bed.gz","ENCFF517UED","SP1","HepG2","ULBP1",1
"ENCFF518ECW.bed.gz","ENCFF518ECW","CEBPB","K562","MICA",2
"ENCFF518ECW.bed.gz","ENCFF518ECW","CEBPB","K562","MICB",1
"ENCFF518ECW.bed.gz","ENCFF518ECW","CEBPB","K562","ULBP1",1
"ENCFF518NBP.bed.gz","ENCFF518NBP","MECOM","K562","MICA",1
"ENCFF518NBP.bed.gz","ENCFF518NBP","MECOM","K562","MICB",1
"ENCFF518NBP.bed.gz","ENCFF518NBP","MECOM","K562","RAET1G",1
"ENCFF518NBP.bed.gz","ENCFF518NBP","MECOM","K562","ULBP1",3
"ENCFF518NBP.bed.gz","ENCFF518NBP","MECOM","K562","ULBP2",1
"ENCFF519FSK.bed.gz","ENCFF519FSK","CEBPB","K562","MICA",1
"ENCFF519FSK.bed.gz","ENCFF519FSK","CEBPB","K562","MICB",3
"ENCFF519FSK.bed.gz","ENCFF519FSK","CEBPB","K562","RAET1G",3
"ENCFF519FSK.bed.gz","ENCFF519FSK","CEBPB","K562","RAET1L",1
"ENCFF519FSK.bed.gz","ENCFF519FSK","CEBPB","K562","ULBP1",3
"ENCFF519FSK.bed.gz","ENCFF519FSK","CEBPB","K562","ULBP3",3
"ENCFF519GKM.bed.gz","ENCFF519GKM","ATF4","HepG2","MICA",2
"ENCFF519GKM.bed.gz","ENCFF519GKM","ATF4","HepG2","ULBP1",1
"ENCFF519LNU.bed.gz","ENCFF519LNU","SP1","HCT116","RAET1E",1
"ENCFF519LNU.bed.gz","ENCFF519LNU","SP1","HCT116","RAET1L",1
"ENCFF519LNU.bed.gz","ENCFF519LNU","SP1","HCT116","ULBP1",1
"ENCFF519LNU.bed.gz","ENCFF519LNU","SP1","HCT116","ULBP2",1
"ENCFF519LTD.bed.gz","ENCFF519LTD","PBX3","A549","MICA",2
"ENCFF519LTD.bed.gz","ENCFF519LTD","PBX3","A549","ULBP1",1
"ENCFF519LUE.bed.gz","ENCFF519LUE","ELK1","K562",NA,0
"ENCFF519QJO.bed.gz","ENCFF519QJO","RUNX1","K562","MICA",3
"ENCFF519QJO.bed.gz","ENCFF519QJO","RUNX1","K562","MICB",1
"ENCFF519QJO.bed.gz","ENCFF519QJO","RUNX1","K562","RAET1E",3
"ENCFF519QJO.bed.gz","ENCFF519QJO","RUNX1","K562","RAET1G",1
"ENCFF519QJO.bed.gz","ENCFF519QJO","RUNX1","K562","ULBP1",4
"ENCFF519QJO.bed.gz","ENCFF519QJO","RUNX1","K562","ULBP2",1
"ENCFF519QJO.bed.gz","ENCFF519QJO","RUNX1","K562","ULBP3",2
"ENCFF519VZH.bed.gz","ENCFF519VZH","FOS","MCF-7","MICA",1
"ENCFF519VZH.bed.gz","ENCFF519VZH","FOS","MCF-7","RAET1E",3
"ENCFF519VZH.bed.gz","ENCFF519VZH","FOS","MCF-7","RAET1L",1
"ENCFF519VZH.bed.gz","ENCFF519VZH","FOS","MCF-7","ULBP1",2
"ENCFF519VZH.bed.gz","ENCFF519VZH","FOS","MCF-7","ULBP2",1
"ENCFF520EJX.bed.gz","ENCFF520EJX","NFE2L2","HepG2",NA,0
"ENCFF520ETY.bed.gz","ENCFF520ETY","CREB1","HepG2","ULBP1",1
"ENCFF520FIM.bed.gz","ENCFF520FIM","ATF2","HepG2","MICA",4
"ENCFF520FIM.bed.gz","ENCFF520FIM","ATF2","HepG2","MICB",5
"ENCFF520FIM.bed.gz","ENCFF520FIM","ATF2","HepG2","RAET1E",1
"ENCFF520FIM.bed.gz","ENCFF520FIM","ATF2","HepG2","RAET1G",2
"ENCFF520FIM.bed.gz","ENCFF520FIM","ATF2","HepG2","ULBP3",2
"ENCFF520XQJ.bed.gz","ENCFF520XQJ","JUND","MCF-7","MICA",4
"ENCFF520XQJ.bed.gz","ENCFF520XQJ","JUND","MCF-7","MICB",1
"ENCFF520XQJ.bed.gz","ENCFF520XQJ","JUND","MCF-7","RAET1E",3
"ENCFF520XQJ.bed.gz","ENCFF520XQJ","JUND","MCF-7","RAET1G",2
"ENCFF520XQJ.bed.gz","ENCFF520XQJ","JUND","MCF-7","RAET1L",3
"ENCFF520XQJ.bed.gz","ENCFF520XQJ","JUND","MCF-7","ULBP1",2
"ENCFF520XQJ.bed.gz","ENCFF520XQJ","JUND","MCF-7","ULBP2",2
"ENCFF520XQJ.bed.gz","ENCFF520XQJ","JUND","MCF-7","ULBP3",4
"ENCFF521HYG.bed.gz","ENCFF521HYG","ATF4","K562","ULBP1",1
"ENCFF521INM.bed.gz","ENCFF521INM","CREB1","MCF-7","MICA",1
"ENCFF521INM.bed.gz","ENCFF521INM","CREB1","MCF-7","MICB",1
"ENCFF521INM.bed.gz","ENCFF521INM","CREB1","MCF-7","RAET1E",1
"ENCFF521INM.bed.gz","ENCFF521INM","CREB1","MCF-7","ULBP1",1
"ENCFF521INM.bed.gz","ENCFF521INM","CREB1","MCF-7","ULBP3",2
"ENCFF521WPO.bed.gz","ENCFF521WPO","JUN","MCF-7","MICA",3
"ENCFF521WPO.bed.gz","ENCFF521WPO","JUN","MCF-7","MICB",1
"ENCFF521WPO.bed.gz","ENCFF521WPO","JUN","MCF-7","RAET1E",3
"ENCFF521WPO.bed.gz","ENCFF521WPO","JUN","MCF-7","RAET1G",2
"ENCFF521WPO.bed.gz","ENCFF521WPO","JUN","MCF-7","RAET1L",3
"ENCFF521WPO.bed.gz","ENCFF521WPO","JUN","MCF-7","ULBP1",1
"ENCFF521WPO.bed.gz","ENCFF521WPO","JUN","MCF-7","ULBP2",1
"ENCFF522BSB.bed.gz","ENCFF522BSB","CEBPB","HepG2","MICA",1
"ENCFF522BSB.bed.gz","ENCFF522BSB","CEBPB","HepG2","MICB",1
"ENCFF522BSB.bed.gz","ENCFF522BSB","CEBPB","HepG2","RAET1E",1
"ENCFF522BSB.bed.gz","ENCFF522BSB","CEBPB","HepG2","RAET1L",1
"ENCFF522BSB.bed.gz","ENCFF522BSB","CEBPB","HepG2","ULBP1",1
"ENCFF522LHU.bed.gz","ENCFF522LHU","ATF2","HepG2","MICB",2
"ENCFF522YTF.bed.gz","ENCFF522YTF","ATF1","K562","MICA",2
"ENCFF522YTF.bed.gz","ENCFF522YTF","ATF1","K562","RAET1E",1
"ENCFF522YTF.bed.gz","ENCFF522YTF","ATF1","K562","RAET1L",1
"ENCFF522YTF.bed.gz","ENCFF522YTF","ATF1","K562","ULBP1",5
"ENCFF522YTF.bed.gz","ENCFF522YTF","ATF1","K562","ULBP2",1
"ENCFF522YTF.bed.gz","ENCFF522YTF","ATF1","K562","ULBP3",3
"ENCFF523ODF.bed.gz","ENCFF523ODF","TBP","K562","RAET1E",1
"ENCFF523ODF.bed.gz","ENCFF523ODF","TBP","K562","ULBP1",2
"ENCFF523ODF.bed.gz","ENCFF523ODF","TBP","K562","ULBP3",3
"ENCFF524GTV.bed.gz","ENCFF524GTV","CEBPB","A549","MICA",1
"ENCFF524GTV.bed.gz","ENCFF524GTV","CEBPB","A549","RAET1E",1
"ENCFF524GTV.bed.gz","ENCFF524GTV","CEBPB","A549","ULBP1",1
"ENCFF525DOE.bed.gz","ENCFF525DOE","MAFK","K562","MICA",3
"ENCFF525DOE.bed.gz","ENCFF525DOE","MAFK","K562","MICB",2
"ENCFF525DOE.bed.gz","ENCFF525DOE","MAFK","K562","RAET1L",1
"ENCFF525DOE.bed.gz","ENCFF525DOE","MAFK","K562","ULBP1",4
"ENCFF525DOE.bed.gz","ENCFF525DOE","MAFK","K562","ULBP2",1
"ENCFF525DOE.bed.gz","ENCFF525DOE","MAFK","K562","ULBP3",1
"ENCFF525SMS.bed.gz","ENCFF525SMS","ELK1","MCF-7",NA,0
"ENCFF525YEM.bed.gz","ENCFF525YEM","NFE2L2","HepG2",NA,0
"ENCFF525YHW.bed.gz","ENCFF525YHW","JUNB","K562","MICA",1
"ENCFF525YHW.bed.gz","ENCFF525YHW","JUNB","K562","MICB",4
"ENCFF525YHW.bed.gz","ENCFF525YHW","JUNB","K562","RAET1G",1
"ENCFF525YHW.bed.gz","ENCFF525YHW","JUNB","K562","RAET1L",1
