	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low
ARID3A	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	3.095559775365713e-4	4.5598406039165174e-4	4.5598406039165174e-4	4.5598406039165174e-4	4.5598406039165174e-4	4.5598406039165174e-4	4.5598406039165174e-4	4.5598406039165174e-4	4.5598406039165174e-4	4.5598406039165174e-4	4.5598406039165174e-4	4.5598406039165174e-4	4.5598406039165174e-4	4.5598406039165174e-4	4.5598406039165174e-4	4.5598406039165174e-4
ARID3B	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	2.530419315640348e-5	5.0404947924245026e-5	5.0404947924245026e-5	5.0404947924245026e-5	5.0404947924245026e-5	5.0404947924245026e-5	5.0404947924245026e-5	5.0404947924245026e-5	5.0404947924245026e-5	5.0404947924245026e-5	5.0404947924245026e-5	5.0404947924245026e-5	5.0404947924245026e-5	5.0404947924245026e-5	5.0404947924245026e-5	5.0404947924245026e-5
ARID3C	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.5898493871873432e-5	2.6784210631507556e-5	2.6784210631507556e-5	2.6784210631507556e-5	2.6784210631507556e-5	2.6784210631507556e-5	2.6784210631507556e-5	2.6784210631507556e-5	2.6784210631507556e-5	2.6784210631507556e-5	2.6784210631507556e-5	2.6784210631507556e-5	2.6784210631507556e-5	2.6784210631507556e-5	2.6784210631507556e-5	2.6784210631507556e-5
ARID5A	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	5.907603930578249e-5	1.0962265749835677e-4	1.0962265749835677e-4	1.0962265749835677e-4	1.0962265749835677e-4	1.0962265749835677e-4	1.0962265749835677e-4	1.0962265749835677e-4	1.0962265749835677e-4	1.0962265749835677e-4	1.0962265749835677e-4	1.0962265749835677e-4	1.0962265749835677e-4	1.0962265749835677e-4	1.0962265749835677e-4	1.0962265749835677e-4
ARID5B	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	1.8240858822360704e-4	2.0291433927464164e-4	2.0291433927464164e-4	2.0291433927464164e-4	2.0291433927464164e-4	2.0291433927464164e-4	2.0291433927464164e-4	2.0291433927464164e-4	2.0291433927464164e-4	2.0291433927464164e-4	2.0291433927464164e-4	2.0291433927464164e-4	2.0291433927464164e-4	2.0291433927464164e-4	2.0291433927464164e-4	2.0291433927464164e-4
ARNT	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.0132480673560703e-4	3.4364752936529697e-4	3.4364752936529697e-4	3.4364752936529697e-4	3.4364752936529697e-4	3.4364752936529697e-4	3.4364752936529697e-4	3.4364752936529697e-4	3.4364752936529697e-4	3.4364752936529697e-4	3.4364752936529697e-4	3.4364752936529697e-4	3.4364752936529697e-4	3.4364752936529697e-4	3.4364752936529697e-4	3.4364752936529697e-4
ARNT2	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	1.1851114886503409e-4	8.468092512802183e-5	8.468092512802183e-5	8.468092512802183e-5	8.468092512802183e-5	8.468092512802183e-5	8.468092512802183e-5	8.468092512802183e-5	8.468092512802183e-5	8.468092512802183e-5	8.468092512802183e-5	8.468092512802183e-5	8.468092512802183e-5	8.468092512802183e-5	8.468092512802183e-5	8.468092512802183e-5
ARNTL	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.205146399639485e-5	3.070433613418578e-5	3.070433613418578e-5	3.070433613418578e-5	3.070433613418578e-5	3.070433613418578e-5	3.070433613418578e-5	3.070433613418578e-5	3.070433613418578e-5	3.070433613418578e-5	3.070433613418578e-5	3.070433613418578e-5	3.070433613418578e-5	3.070433613418578e-5	3.070433613418578e-5	3.070433613418578e-5
ARX	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	4.926795472921145e-5	3.4182494480384785e-5	3.4182494480384785e-5	3.4182494480384785e-5	3.4182494480384785e-5	3.4182494480384785e-5	3.4182494480384785e-5	3.4182494480384785e-5	3.4182494480384785e-5	3.4182494480384785e-5	3.4182494480384785e-5	3.4182494480384785e-5	3.4182494480384785e-5	3.4182494480384785e-5	3.4182494480384785e-5	3.4182494480384785e-5
ASCL1	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	6.613874195570134e-4	7.279828695949413e-4	7.279828695949413e-4	7.279828695949413e-4	7.279828695949413e-4	7.279828695949413e-4	7.279828695949413e-4	7.279828695949413e-4	7.279828695949413e-4	7.279828695949413e-4	7.279828695949413e-4	7.279828695949413e-4	7.279828695949413e-4	7.279828695949413e-4	7.279828695949413e-4	7.279828695949413e-4
ASCL2	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	9.39452086805261e-5	1.1662039213381558e-4	1.1662039213381558e-4	1.1662039213381558e-4	1.1662039213381558e-4	1.1662039213381558e-4	1.1662039213381558e-4	1.1662039213381558e-4	1.1662039213381558e-4	1.1662039213381558e-4	1.1662039213381558e-4	1.1662039213381558e-4	1.1662039213381558e-4	1.1662039213381558e-4	1.1662039213381558e-4	1.1662039213381558e-4
ATF1	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	1.1783414231830815e-3	7.682003472285034e-4	7.682003472285034e-4	7.682003472285034e-4	7.682003472285034e-4	7.682003472285034e-4	7.682003472285034e-4	7.682003472285034e-4	7.682003472285034e-4	7.682003472285034e-4	7.682003472285034e-4	7.682003472285034e-4	7.682003472285034e-4	7.682003472285034e-4	7.682003472285034e-4	7.682003472285034e-4
ATF2	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.3798816669618043e-3	1.0110574951281118e-3	1.0110574951281118e-3	1.0110574951281118e-3	1.0110574951281118e-3	1.0110574951281118e-3	1.0110574951281118e-3	1.0110574951281118e-3	1.0110574951281118e-3	1.0110574951281118e-3	1.0110574951281118e-3	1.0110574951281118e-3	1.0110574951281118e-3	1.0110574951281118e-3	1.0110574951281118e-3	1.0110574951281118e-3
ATF3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	2.857483558349812e-3	1.5061131312050571e-3	1.5061131312050571e-3	1.5061131312050571e-3	1.5061131312050571e-3	1.5061131312050571e-3	1.5061131312050571e-3	1.5061131312050571e-3	1.5061131312050571e-3	1.5061131312050571e-3	1.5061131312050571e-3	1.5061131312050571e-3	1.5061131312050571e-3	1.5061131312050571e-3	1.5061131312050571e-3	1.5061131312050571e-3
