"Experiment","BigWig file 1","BigWig file 2","BigWig file 3","BigWig file 4","BigWig file 5","BigWig file 6","BigWig file 7","BigWig file 8","BigWig file 9","BigWig file 10","BigWig file 11","BigWig file 12","BigWig file 13","BigWig file 14","BigWig file 15","BigWig file 16","BigWig file 17","BigWig file 18","BigWig file 19","BigWig file 20","BigWig file 21","BigWig file 22","Bed file 1","Bed file 2","Bed file 3","Bed file 4","Bed file 5","Bed file 6","Bed file 7","Bed file 8","Bed file 9","Bed file 10","Bed file 11","Bed file 12","Bed file 13","Bed file 14","Bed file 15","Bed file 16","Bed file 17","Bed file 18","Bed file 19","Bed file 20","Bed file 21","Bed file 22","Bed file 23","Bed file 24","Bed file 25","Bed file 26","Bed file 27","Bed file 28","Bed file 29","Bed file 30","Bed file 31","Bed file 32","Bed file 33","Bed file 34","Bed file 35","Bed file 36","Bed file 37","Bed file 38","Bed file 39","Bed file 40","Bed file 41","Bed file 42","Target","Tissue / cell line","Bed output type","BigWig output type"
"ENCSR972ZBV","ENCFF074QZE","ENCFF204NFC","ENCFF213EZL","ENCFF249KVC","ENCFF256JHY","ENCFF284UHK","ENCFF389ZHS","ENCFF485VZV","ENCFF519OUA","ENCFF548VBP","ENCFF560VXL","ENCFF618ETX","ENCFF628ZMG","ENCFF709ZFZ","ENCFF724PTF","ENCFF731HOT","ENCFF859TCV","ENCFF882NZV","-","-","-","-","ENCFF008RBL","ENCFF035WOP","ENCFF053GQK","ENCFF092KSN","ENCFF107YHW","ENCFF116GFV","ENCFF171DNP","ENCFF210YTP","ENCFF250WMP","ENCFF280UZU","ENCFF308SKS","ENCFF316YQN","ENCFF320ACQ","ENCFF371SJR","ENCFF378JZX","ENCFF440TAH","ENCFF446YXS","ENCFF452XYR","ENCFF465PTA","ENCFF568YHF","ENCFF606UFV","ENCFF611BUY","ENCFF770JHU","ENCFF782UPJ","ENCFF819OTE","ENCFF821WIF","ENCFF847YWZ","ENCFF868QLL","ENCFF910YCU","ENCFF926YYG","ENCFF951BFN","ENCFF953PPE","-","-","-","-","-","-","-","-","-","-","ATF7","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR866QPZ","ENCFF008SYO","ENCFF079EEJ","ENCFF095HXO","ENCFF106BEC","ENCFF132XTJ","ENCFF177ZDU","ENCFF253RME","ENCFF317DRS","ENCFF333AAE","ENCFF376RBL","ENCFF377PRJ","ENCFF405ELW","ENCFF572JFW","ENCFF703ZRP","ENCFF729VGH","ENCFF774AXC","ENCFF795PYC","ENCFF873MMO","-","-","-","-","ENCFF015TCM","ENCFF043UNR","ENCFF106HJV","ENCFF112PQO","ENCFF137TPO","ENCFF137UAX","ENCFF153EMF","ENCFF201SRD","ENCFF212FRJ","ENCFF226BRD","ENCFF260ZHZ","ENCFF261DZR","ENCFF310ANF","ENCFF330MJY","ENCFF343ULZ","ENCFF349VGO","ENCFF377ATZ","ENCFF391ODX","ENCFF424XFN","ENCFF475OMH","ENCFF530SMB","ENCFF554DPM","ENCFF571UHE","ENCFF578WKB","ENCFF656IAV","ENCFF760ZVI","ENCFF801MBG","ENCFF985KVI","ENCFF988VFA","ENCFF989QUL","ENCFF993XOP","ENCFF998CHH","-","-","-","-","-","-","-","-","-","-","ATF7","MCF-7","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR000EGD","ENCFF000YFT","ENCFF014OYS","ENCFF039GCV","ENCFF183XFF","ENCFF212NDA","ENCFF323SNA","ENCFF424SPZ","ENCFF498DHC","ENCFF567RJL","ENCFF581UYO","ENCFF610LNB","ENCFF626KDJ","ENCFF811NIN","ENCFF836PHI","ENCFF848XPQ","ENCFF872IPI","ENCFF886PIZ","ENCFF932JFE","ENCFF973AHC","-","-","-","ENCFF000YFO","ENCFF001VLZ","ENCFF002CVO","ENCFF026BDA","ENCFF042KGV","ENCFF063XMG","ENCFF091TOR","ENCFF107CCL","ENCFF124SMG","ENCFF166ARH","ENCFF178QZC","ENCFF192EGX","ENCFF254CVJ","ENCFF276CQA","ENCFF285RYB","ENCFF324SHA","ENCFF334RMG","ENCFF388XGH","ENCFF416UYQ","ENCFF423EMU","ENCFF468XGW","ENCFF514WED","ENCFF528PVS","ENCFF543FNN","ENCFF556NSX","ENCFF603QNY","ENCFF669AQF","ENCFF755GPS","ENCFF809AOP","ENCFF830GYV","ENCFF837NLG","ENCFF846TVV","ENCFF887JWQ","ENCFF920UVB","ENCFF950QFB","ENCFF990JHI","-","-","-","-","-","-","BACH1","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; signal; signal p-value"
"ENCSR740NPG","ENCFF077KEO","ENCFF146XNW","ENCFF245AYE","ENCFF256UXJ","ENCFF332DKR","ENCFF494PLR","ENCFF503LJQ","ENCFF510JCF","ENCFF513SZH","ENCFF580MGN","ENCFF594WFX","ENCFF701KHH","ENCFF773RCF","ENCFF782OOT","ENCFF801BUA","ENCFF837ASO","ENCFF894ERT","ENCFF968KJF","-","-","-","-","ENCFF006WIT","ENCFF070TER","ENCFF135DVR","ENCFF161ERU","ENCFF199FBA","ENCFF222GZQ","ENCFF229NAA","ENCFF244WXE","ENCFF273CMU","ENCFF319BCP","ENCFF356MDE","ENCFF365WQR","ENCFF371YGA","ENCFF419VIM","ENCFF443POG","ENCFF469YOH","ENCFF476YGX","ENCFF509TDH","ENCFF553DTU","ENCFF570XMD","ENCFF590IXA","ENCFF606FPF","ENCFF669IOJ","ENCFF678TXX","ENCFF706CJY","ENCFF752RBV","ENCFF772AZG","ENCFF772XDS","ENCFF795UBE","ENCFF820FCA","ENCFF877YDP","ENCFF906RNM","-","-","-","-","-","-","-","-","-","-","BACH1","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR000BUB","ENCFF000MXA","ENCFF000MXB","ENCFF300NLJ","ENCFF308MJM","ENCFF388AIS","ENCFF513QPQ","ENCFF552ZCJ","ENCFF857RLZ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF000MWX","ENCFF000MWZ","ENCFF001TRO","ENCFF001TRP","ENCFF245FWW","ENCFF437VLT","ENCFF438TZY","ENCFF495IFK","ENCFF518CFV","ENCFF524GTV","ENCFF562LCU","ENCFF648XUD","ENCFF737ZVZ","ENCFF781RLJ","ENCFF894YJQ","ENCFF939WHR","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","CEBPB","A549","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; peaks","fold change over control; raw signal; signal p-value"
"ENCSR000DYI","ENCFF000VOQ","ENCFF007NTY","ENCFF029LKI","ENCFF071GAZ","ENCFF115OQS","ENCFF135TNI","ENCFF144UXP","ENCFF210FZS","ENCFF221XZD","ENCFF243YAU","ENCFF265MJU","ENCFF280WJN","ENCFF331NAZ","ENCFF332LFS","ENCFF382KFX","ENCFF456DQD","ENCFF502GET","ENCFF665EKI","ENCFF793DIT","-","-","-","ENCFF000VOK","ENCFF001VDN","ENCFF002COD","ENCFF008TZN","ENCFF024MII","ENCFF047UIF","ENCFF053YNV","ENCFF064WDQ","ENCFF067KEJ","ENCFF077ATS","ENCFF116NOG","ENCFF128EAB","ENCFF235AIY","ENCFF243NQJ","ENCFF296JDB","ENCFF297UUZ","ENCFF314PPS","ENCFF355LOK","ENCFF365NHC","ENCFF377ZPB","ENCFF400IZE","ENCFF466LVP","ENCFF488XZE","ENCFF610SCZ","ENCFF614GOC","ENCFF665VJJ","ENCFF666VDN","ENCFF691ZWG","ENCFF694VSV","ENCFF696GSE","ENCFF710XFQ","ENCFF744SEA","ENCFF794DLR","ENCFF854DHZ","ENCFF855UMP","ENCFF961VDA","-","-","-","-","-","-","CEBPB","A549","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; signal; signal p-value"
"ENCSR701TCU","ENCFF186XVJ","ENCFF256RGY","ENCFF266KHK","ENCFF358KRU","ENCFF651YWN","ENCFF720CEX","ENCFF737NNA","ENCFF863XVE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF094SVY","ENCFF135MBB","ENCFF155LGO","ENCFF278VAE","ENCFF360HMC","ENCFF369KTZ","ENCFF372OBZ","ENCFF563PBX","ENCFF585VCJ","ENCFF611OIJ","ENCFF778WUW","ENCFF797MXZ","ENCFF865FBP","ENCFF907ZDN","ENCFF948BKC","ENCFF969TTS","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","CEBPB","A549","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; peaks","fold change over control; signal of unique reads; signal p-value"
"ENCSR000BSD","ENCFF000OYL","ENCFF000OYM","ENCFF192BUQ","ENCFF281JQI","ENCFF403UIY","ENCFF439NGF","ENCFF455ZVW","ENCFF705PPP","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF000OYH","ENCFF000OYJ","ENCFF001UDO","ENCFF001UDP","ENCFF080TQH","ENCFF097OLY","ENCFF256ZKQ","ENCFF299HYW","ENCFF303YXB","ENCFF317GVT","ENCFF331KUW","ENCFF466JMB","ENCFF564JKS","ENCFF735QWM","ENCFF807VKU","ENCFF963FVR","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","CEBPB","HCT116","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; peaks","fold change over control; raw signal; signal p-value"
"ENCSR000EDA","ENCFF000XBM","ENCFF026UVC","ENCFF604DRW","ENCFF800QXU","ENCFF868WMP","ENCFF899LHA","ENCFF912GKU","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF000XBI","ENCFF001VIA","ENCFF002CSA","ENCFF014TJO","ENCFF136XTC","ENCFF292QLD","ENCFF312FPE","ENCFF418DXC","ENCFF423SVR","ENCFF431QLZ","ENCFF439QLD","ENCFF551UDE","ENCFF610KGE","ENCFF722WEG","ENCFF893DND","ENCFF955JHD","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","CEBPB","HeLa-S3","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks","fold change over control; signal; signal p-value"
"ENCSR000BQI","ENCFF000PFZ","ENCFF000PGA","ENCFF003HJB","ENCFF018WDM","ENCFF070ALX","ENCFF090ILC","ENCFF170QIU","ENCFF182UEP","ENCFF264HJM","ENCFF282XBZ","ENCFF321NDM","ENCFF406BBU","ENCFF597BQB","ENCFF709SLI","ENCFF750GHL","ENCFF793ZQV","ENCFF821SPQ","ENCFF822MIO","ENCFF847UQS","ENCFF890ELX","-","-","ENCFF000PFV","ENCFF000PFW","ENCFF001UFI","ENCFF001UFJ","ENCFF002CKD","ENCFF017OFK","ENCFF053BQQ","ENCFF073ACH","ENCFF074JWB","ENCFF099EFN","ENCFF140VZF","ENCFF217UNF","ENCFF236ZUZ","ENCFF247ZVI","ENCFF259ZMC","ENCFF271FDL","ENCFF301CNM","ENCFF342QGM","ENCFF362ZFR","ENCFF413QTU","ENCFF461ZHK","ENCFF464XRK","ENCFF471HCD","ENCFF523UXJ","ENCFF557BWM","ENCFF598GAE","ENCFF598WEQ","ENCFF639LWO","ENCFF679MVX","ENCFF711SIO","ENCFF717JGJ","ENCFF721KHE","ENCFF774DWR","ENCFF821IAK","ENCFF855DWX","ENCFF858KWK","ENCFF862DXR","ENCFF974PGS","-","-","-","-","CEBPB","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; raw signal; signal p-value"
"ENCSR000EEE","ENCFF000XPW","ENCFF087HWW","ENCFF154FVM","ENCFF269IBP","ENCFF282WDO","ENCFF301RWG","ENCFF379JNY","ENCFF408TEJ","ENCFF425LEA","ENCFF487WMH","ENCFF537LDZ","ENCFF598PJJ","ENCFF635ISX","ENCFF648QXD","ENCFF674BXY","ENCFF780KPA","ENCFF802OEA","ENCFF812DOO","ENCFF927SIL","-","-","-","ENCFF000XPV","ENCFF001VJZ","ENCFF002CTW","ENCFF157DSR","ENCFF207MUN","ENCFF212BQE","ENCFF247ZMM","ENCFF318YHQ","ENCFF319IEF","ENCFF325VBX","ENCFF359DUK","ENCFF419CGD","ENCFF430JQO","ENCFF433HFC","ENCFF521LSP","ENCFF522BSB","ENCFF528CTF","ENCFF536NTI","ENCFF578MYY","ENCFF684XQE","ENCFF699RMW","ENCFF757UIC","ENCFF780CWG","ENCFF824TMR","ENCFF854OJC","ENCFF866CXB","ENCFF883VNB","ENCFF886PVT","ENCFF899YIY","ENCFF902HKL","ENCFF915ZYE","ENCFF931UAM","ENCFF952KMJ","ENCFF958LQL","ENCFF988CGH","ENCFF996UBA","-","-","-","-","-","-","CEBPB","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; signal; signal p-value"
"ENCSR000BTT","ENCFF000NJZ","ENCFF000NKA","ENCFF095WDG","ENCFF169WWU","ENCFF194TCW","ENCFF237KJP","ENCFF323TLM","ENCFF367TUY","ENCFF369BSP","ENCFF582CID","ENCFF648EMG","ENCFF699GAS","ENCFF775VUM","ENCFF809XGA","-","-","-","-","-","-","-","-","ENCFF000NJX","ENCFF000NJY","ENCFF001TUH","ENCFF001TUI","ENCFF003ANH","ENCFF010USJ","ENCFF043ZWF","ENCFF127HAK","ENCFF135HDT","ENCFF147DAN","ENCFF161RTC","ENCFF166VYN","ENCFF198LWT","ENCFF322MSP","ENCFF415YYO","ENCFF464KSL","ENCFF498VXG","ENCFF556OZO","ENCFF592ZPR","ENCFF617IIQ","ENCFF670XEM","ENCFF679REG","ENCFF741AYH","ENCFF873OCK","ENCFF970ORV","ENCFF992CFH","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","CEBPB","Ishikawa","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; raw signal; signal p-value"
"ENCSR000BRQ","ENCFF000PWY","ENCFF000PWZ","ENCFF018MOC","ENCFF038ECN","ENCFF115EPW","ENCFF131OQB","ENCFF382AWH","ENCFF434POQ","ENCFF743XSJ","ENCFF814AET","ENCFF925BLR","ENCFF943LAJ","ENCFF956YUO","ENCFF978UZJ","-","-","-","-","-","-","-","-","ENCFF000PWV","ENCFF000PWW","ENCFF001UJE","ENCFF001UJF","ENCFF002CLR","ENCFF022KBK","ENCFF110ELV","ENCFF179TKE","ENCFF194QGF","ENCFF220UJA","ENCFF239OYD","ENCFF243SPU","ENCFF258YCI","ENCFF320RDD","ENCFF393AFI","ENCFF473JOF","ENCFF486ZBQ","ENCFF512WXR","ENCFF561QKK","ENCFF569UZW","ENCFF708PBZ","ENCFF712GEQ","ENCFF765ZVU","ENCFF787GDS","ENCFF813LOW","ENCFF891QTR","ENCFF963XUA","ENCFF987DFQ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","CEBPB","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; raw signal; signal p-value"
"ENCSR000EHE","ENCFF000YHW","ENCFF021YTX","ENCFF028EKK","ENCFF048SXS","ENCFF096JSS","ENCFF198YNX","ENCFF203PFU","ENCFF206GZD","ENCFF357ISW","ENCFF372CSD","ENCFF430NNH","ENCFF446IYW","ENCFF454KRI","ENCFF513ZML","ENCFF561NSS","ENCFF766JMB","ENCFF966BXU","ENCFF991NRR","ENCFF999NRK","-","-","-","ENCFF000YHV","ENCFF001VMI","ENCFF002CVV","ENCFF013VFZ","ENCFF017NCS","ENCFF033EDJ","ENCFF039PRO","ENCFF055JYQ","ENCFF111OHC","ENCFF143EHM","ENCFF158KRK","ENCFF174YEH","ENCFF185NME","ENCFF189VBN","ENCFF196UZE","ENCFF206BMO","ENCFF321KQD","ENCFF359XDS","ENCFF394XAF","ENCFF429XKT","ENCFF446NGE","ENCFF469KYB","ENCFF488CCC","ENCFF518ECW","ENCFF540UNZ","ENCFF755NTM","ENCFF817MVX","ENCFF819GCB","ENCFF848UKQ","ENCFF851XOZ","ENCFF864RFX","ENCFF877KDO","ENCFF882ARK","ENCFF891UWD","ENCFF983UDO","ENCFF993SCW","-","-","-","-","-","-","CEBPB","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; signal; signal p-value"
"ENCSR416QLJ","ENCFF032ORM","ENCFF085DMU","ENCFF116TBG","ENCFF190WRD","ENCFF199HOB","ENCFF212NWU","ENCFF323OIT","ENCFF385IJO","ENCFF437CNI","ENCFF473XBO","ENCFF647RXB","ENCFF673HVA","ENCFF722BTU","ENCFF751PZT","ENCFF913VGC","ENCFF936TIN","ENCFF964NWZ","ENCFF988PMK","-","-","-","-","ENCFF074FIK","ENCFF133RZW","ENCFF171HTX","ENCFF189ZQR","ENCFF223LLR","ENCFF231HJU","ENCFF242UKP","ENCFF255RLZ","ENCFF266QUX","ENCFF309ZJM","ENCFF317ONF","ENCFF335BUX","ENCFF365REH","ENCFF393PNE","ENCFF408FLA","ENCFF441YTV","ENCFF450DFK","ENCFF460QGG","ENCFF479BQG","ENCFF519FSK","ENCFF547SJG","ENCFF584CTB","ENCFF648FRJ","ENCFF658HYK","ENCFF712ZNR","ENCFF750RDB","ENCFF761UZG","ENCFF817YUO","ENCFF828JWK","ENCFF838RSB","ENCFF846YSF","ENCFF922EWR","-","-","-","-","-","-","-","-","-","-","CEBPB","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR000BSR","ENCFF000QLE","ENCFF000QLF","ENCFF205UAD","ENCFF464JOC","ENCFF578MVU","ENCFF651DLS","ENCFF655NHZ","ENCFF981IVQ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF000QLA","ENCFF000QLB","ENCFF001UMJ","ENCFF001UMK","ENCFF053PGS","ENCFF093TVZ","ENCFF240ZHW","ENCFF263GAK","ENCFF290FEC","ENCFF454FFN","ENCFF623VYN","ENCFF633YKV","ENCFF636UZV","ENCFF716JKY","ENCFF772ZTQ","ENCFF966CHX","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","CEBPB","MCF-7","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; peaks","fold change over control; raw signal; signal p-value"
"ENCSR520MCD","ENCFF247ZAW","ENCFF344JBB","ENCFF545JVH","ENCFF562TOW","ENCFF649SSA","ENCFF977NMT","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF058AXL","ENCFF166MTG","ENCFF203VPU","ENCFF235OGQ","ENCFF345JDB","ENCFF695HDO","ENCFF710XVN","ENCFF784EXR","ENCFF842SIP","ENCFF880CFQ","ENCFF929XBL","ENCFF977SHT","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","CEBPD","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR228OQM","ENCFF024KNO","ENCFF208ICL","ENCFF385JBF","ENCFF423IGR","ENCFF717BLI","ENCFF847MIJ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF026GGP","ENCFF060LKL","ENCFF267FOB","ENCFF475CFL","ENCFF485PJF","ENCFF648UJW","ENCFF690ZUG","ENCFF700PYN","ENCFF721WAR","ENCFF727VKV","ENCFF922GTK","ENCFF968IUS","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","CLOCK","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR699YFX","ENCFF045RXD","ENCFF069YSR","ENCFF099LGL","ENCFF192BMN","ENCFF195LDX","ENCFF203KBE","ENCFF275BDB","ENCFF291UJR","ENCFF340WVN","ENCFF400JZR","ENCFF493FXF","ENCFF535RCV","ENCFF682LNX","ENCFF795RGC","ENCFF801NIV","ENCFF824VGY","ENCFF838XBX","ENCFF994VUD","-","-","-","-","ENCFF003VTJ","ENCFF003WDM","ENCFF009FWE","ENCFF018QWL","ENCFF082TFT","ENCFF249IFZ","ENCFF257RDN","ENCFF258QMK","ENCFF305CRL","ENCFF313BFM","ENCFF320SOL","ENCFF467ADT","ENCFF467LRK","ENCFF489TPP","ENCFF535WCX","ENCFF557GVI","ENCFF594YBN","ENCFF653UXL","ENCFF655GAW","ENCFF666PQM","ENCFF698VYH","ENCFF719FBB","ENCFF744CVK","ENCFF779QJW","ENCFF779SSK","ENCFF922DWK","ENCFF934WTT","ENCFF968CCL","ENCFF968QGZ","ENCFF982FIG","ENCFF990SVN","ENCFF999EYH","-","-","-","-","-","-","-","-","-","-","CLOCK","MCF-7","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR934JDG","ENCFF065FJX","ENCFF082RWR","ENCFF082WDH","ENCFF100RNB","ENCFF131OJW","ENCFF231OXY","ENCFF310IGI","ENCFF384TBC","ENCFF479GNI","ENCFF583XKI","ENCFF712RZL","ENCFF755FLG","ENCFF770QNO","ENCFF783ZVX","ENCFF873QMG","ENCFF895YME","ENCFF942UOJ","ENCFF975ZIU","-","-","-","-","ENCFF025SMR","ENCFF033TGZ","ENCFF053IKJ","ENCFF072QRZ","ENCFF187IFX","ENCFF207ONE","ENCFF207TMU","ENCFF262OFW","ENCFF304PKL","ENCFF320UFG","ENCFF359WMP","ENCFF430PHS","ENCFF487MCK","ENCFF492NVG","ENCFF510BTR","ENCFF592GPF","ENCFF606JHO","ENCFF622TWI","ENCFF642OGE","ENCFF646NKR","ENCFF656KNO","ENCFF660ERX","ENCFF694ULR","ENCFF700KCM","ENCFF729JFO","ENCFF748BNP","ENCFF814ZPW","ENCFF842BVZ","ENCFF852HVU","ENCFF927JIW","ENCFF973EYQ","ENCFF979PYB","-","-","-","-","-","-","-","-","-","-","CLOCK","MCF-7","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR000BVL","ENCFF000PGP","ENCFF000PGR","ENCFF012XKQ","ENCFF365ZSI","ENCFF504LUT","ENCFF520PZN","ENCFF656HHW","ENCFF825FAU","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF000PGL","ENCFF000PGM","ENCFF001UFM","ENCFF001UFN","ENCFF197SWC","ENCFF232WNX","ENCFF245CBB","ENCFF322HPX","ENCFF384WKK","ENCFF501VID","ENCFF564YGY","ENCFF570YMS","ENCFF682FEJ","ENCFF738LQC","ENCFF834UTU","ENCFF945FRP","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","CREB1","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; peaks","fold change over control; raw signal; signal p-value"
"ENCSR112ALD","ENCFF134VSS","ENCFF239JWR","ENCFF249YKO","ENCFF261UKU","ENCFF348YSD","ENCFF408ICU","ENCFF442APD","ENCFF600AOU","ENCFF632NSS","ENCFF666RQK","ENCFF724TAT","ENCFF727DNJ","ENCFF736SVK","ENCFF740YDK","ENCFF751SAZ","ENCFF828TRJ","ENCFF829GZL","ENCFF853TTW","-","-","-","-","ENCFF130QTI","ENCFF161PGD","ENCFF171BBZ","ENCFF220CLB","ENCFF223OPP","ENCFF228LSW","ENCFF236YZF","ENCFF245XUI","ENCFF304FKQ","ENCFF314KET","ENCFF349LDQ","ENCFF350CSQ","ENCFF365ROK","ENCFF410YVI","ENCFF414DXJ","ENCFF520ETY","ENCFF550TXR","ENCFF590IQB","ENCFF624QRH","ENCFF642YGX","ENCFF644LDW","ENCFF708DXF","ENCFF732KKY","ENCFF759XLA","ENCFF773EPS","ENCFF792THT","ENCFF826PKU","ENCFF835UPN","ENCFF847AGG","ENCFF852AAQ","ENCFF907ARJ","ENCFF966SLF","-","-","-","-","-","-","-","-","-","-","CREB1","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR331ORD","ENCFF024NKG","ENCFF031UQT","ENCFF112WSU","ENCFF164AFL","ENCFF207BPT","ENCFF243KTK","ENCFF272DEJ","ENCFF342TJK","ENCFF396AHR","ENCFF536CSS","ENCFF607UAB","ENCFF618PGT","ENCFF657MNX","ENCFF664TLP","ENCFF761YEZ","ENCFF818FRC","ENCFF848MFJ","ENCFF935BPG","-","-","-","-","ENCFF046XIJ","ENCFF084AFZ","ENCFF117JAR","ENCFF126FRN","ENCFF221DBR","ENCFF231EBL","ENCFF233RVC","ENCFF269RLS","ENCFF308VBF","ENCFF443GHB","ENCFF460HFK","ENCFF507QFU","ENCFF510HMT","ENCFF571FVN","ENCFF571MPI","ENCFF576ERP","ENCFF628ATN","ENCFF637GUJ","ENCFF639VNB","ENCFF648PUH","ENCFF680TBL","ENCFF721SZO","ENCFF723HSS","ENCFF724XGS","ENCFF742EMB","ENCFF801CZC","ENCFF836OIF","ENCFF854ZRJ","ENCFF874EVS","ENCFF904MXP","ENCFF943CQI","ENCFF955MFB","-","-","-","-","-","-","-","-","-","-","CREB1","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR000BUR","ENCFF000NKI","ENCFF000NKJ","ENCFF058FLK","ENCFF168GPU","ENCFF183NEC","ENCFF185BAH","ENCFF188YAM","ENCFF207IXI","ENCFF640TOE","ENCFF692XAO","ENCFF702DCA","ENCFF708WTQ","ENCFF790LMI","ENCFF973NLD","-","-","-","-","-","-","-","-","ENCFF000NKE","ENCFF000NKF","ENCFF001TUJ","ENCFF001TUK","ENCFF004TRL","ENCFF011VUP","ENCFF044UIP","ENCFF085QRM","ENCFF094BGH","ENCFF112JIR","ENCFF138USU","ENCFF197ISF","ENCFF224GRD","ENCFF259FVH","ENCFF313ODK","ENCFF442QPB","ENCFF556YAO","ENCFF562YGL","ENCFF623IEY","ENCFF706PKI","ENCFF720NAW","ENCFF754WVZ","ENCFF780AYT","ENCFF852CYZ","ENCFF956KNT","ENCFF976WAZ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","CREB1","Ishikawa","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; raw signal; signal p-value"
