"Experiment","BigWig file 1","BigWig file 2","BigWig file 3","BigWig file 4","BigWig file 5","BigWig file 6","BigWig file 7","BigWig file 8","BigWig file 9","BigWig file 10","BigWig file 11","BigWig file 12","BigWig file 13","BigWig file 14","BigWig file 15","BigWig file 16","BigWig file 17","BigWig file 18","BigWig file 19","BigWig file 20","BigWig file 21","BigWig file 22","Bed file 1","Bed file 2","Bed file 3","Bed file 4","Bed file 5","Bed file 6","Bed file 7","Bed file 8","Bed file 9","Bed file 10","Bed file 11","Bed file 12","Bed file 13","Bed file 14","Bed file 15","Bed file 16","Bed file 17","Bed file 18","Bed file 19","Bed file 20","Bed file 21","Bed file 22","Bed file 23","Bed file 24","Bed file 25","Bed file 26","Bed file 27","Bed file 28","Bed file 29","Bed file 30","Bed file 31","Bed file 32","Bed file 33","Bed file 34","Bed file 35","Bed file 36","Bed file 37","Bed file 38","Bed file 39","Bed file 40","Bed file 41","Bed file 42","Target","Tissue / cell line","Bed output type","BigWig output type"
"ENCSR000EDZ","ENCFF000XUB","ENCFF011DFU","ENCFF019CEQ","ENCFF041DQP","ENCFF119GFX","ENCFF309DBR","ENCFF470CWN","ENCFF544BIC","ENCFF552ELJ","ENCFF704KKB","ENCFF712FOK","ENCFF729VDT","ENCFF743CRS","ENCFF754KJX","ENCFF779IAQ","ENCFF816KVE","ENCFF827LKV","ENCFF902OMQ","ENCFF931OYF","-","-","-","ENCFF000XTY","ENCFF001VKL","ENCFF002CUI","ENCFF015GTP","ENCFF034QXU","ENCFF065KFR","ENCFF096FWY","ENCFF107XSH","ENCFF168GFU","ENCFF173YTT","ENCFF226KME","ENCFF227YDJ","ENCFF239XOI","ENCFF274CWO","ENCFF371ZWB","ENCFF389KVO","ENCFF422YLS","ENCFF425LEL","ENCFF455JLQ","ENCFF458PBB","ENCFF569VYO","ENCFF603KXE","ENCFF629FTW","ENCFF668GVL","ENCFF700LQD","ENCFF756WEY","ENCFF767LDG","ENCFF770TZL","ENCFF780KTM","ENCFF800XTT","ENCFF860VQI","ENCFF861FSM","ENCFF894AFG","ENCFF910OBA","-","-","-","-","-","-","-","-","MAFK","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; signal; signal p-value"
"ENCSR000EEB","ENCFF000XTV","ENCFF014KJY","ENCFF062KUL","ENCFF070SKM","ENCFF150WRC","ENCFF154JIA","ENCFF201BMZ","ENCFF242GUB","ENCFF352MVO","ENCFF378CAV","ENCFF396ETS","ENCFF396ZGK","ENCFF490VXP","ENCFF595QED","ENCFF714EGZ","ENCFF748HVA","ENCFF829RTX","ENCFF927ETM","ENCFF988ZUO","-","-","-","ENCFF000XTS","ENCFF001VKK","ENCFF002CUH","ENCFF016LSH","ENCFF067XYR","ENCFF092FFG","ENCFF095HBX","ENCFF124YUO","ENCFF146GRS","ENCFF171OJF","ENCFF179BIY","ENCFF229IET","ENCFF231CNR","ENCFF259ECH","ENCFF355ALI","ENCFF359VOP","ENCFF429HAJ","ENCFF433UUO","ENCFF534JSP","ENCFF539WMC","ENCFF565SFG","ENCFF632THJ","ENCFF642PSN","ENCFF654RRF","ENCFF665VSU","ENCFF718CQQ","ENCFF743ZOF","ENCFF814UDQ","ENCFF815UDB","ENCFF823CRN","ENCFF827QWK","ENCFF835GLG","ENCFF876SRV","ENCFF883KWQ","ENCFF892EIK","ENCFF900PRA","-","-","-","-","-","-","MAFK","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; signal; signal p-value"
"ENCSR000EGX","ENCFF000YTC","ENCFF124UTT","ENCFF239MVB","ENCFF239OMI","ENCFF251NDG","ENCFF260NPW","ENCFF278TBG","ENCFF408KTS","ENCFF417MVP","ENCFF509GUW","ENCFF530IEE","ENCFF554LML","ENCFF556ZFU","ENCFF638LYL","ENCFF749NTS","ENCFF860OFM","ENCFF888NXI","ENCFF961BEV","ENCFF964KPV","-","-","-","ENCFF000YSX","ENCFF001VNR","ENCFF002CXC","ENCFF072BMK","ENCFF188OEK","ENCFF203FWR","ENCFF216COR","ENCFF288PVF","ENCFF318JGD","ENCFF327GIW","ENCFF329GWW","ENCFF380WHM","ENCFF420ZOS","ENCFF427JXO","ENCFF434LAW","ENCFF437JHE","ENCFF439TJM","ENCFF443MTV","ENCFF464VAF","ENCFF485UCS","ENCFF525DOE","ENCFF589ITD","ENCFF618XMB","ENCFF655JPA","ENCFF660EKS","ENCFF661ZJX","ENCFF675LNQ","ENCFF684XPL","ENCFF686XQH","ENCFF715WON","ENCFF805GTE","ENCFF812QPN","ENCFF869PAZ","ENCFF887IBL","ENCFF893SCL","ENCFF973XWA","-","-","-","-","-","-","MAFK","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; signal; signal p-value"
"ENCSR555PBN","ENCFF011EZA","ENCFF022UEL","ENCFF174HAP","ENCFF255IAB","ENCFF256SFJ","ENCFF317LHH","ENCFF341NAU","ENCFF350PWJ","ENCFF456EBS","ENCFF570GLL","ENCFF604RUY","ENCFF773TNK","ENCFF775SMB","ENCFF871XHT","ENCFF890TTP","ENCFF939QHB","ENCFF947GGJ","ENCFF956HKO","-","-","-","-","ENCFF006QFD","ENCFF033HMS","ENCFF057RCM","ENCFF061TPO","ENCFF066CIG","ENCFF181KTR","ENCFF215LEX","ENCFF226DHX","ENCFF298VCE","ENCFF327TCE","ENCFF420JQH","ENCFF425GWD","ENCFF426JQF","ENCFF502GZP","ENCFF502KND","ENCFF517SLM","ENCFF558JLG","ENCFF583UVO","ENCFF621EXS","ENCFF623AZH","ENCFF669OUM","ENCFF681ZCY","ENCFF750FGO","ENCFF821RYS","ENCFF825NAB","ENCFF866PIG","ENCFF873SVI","ENCFF879XES","ENCFF915SCX","ENCFF918TZK","ENCFF946NWK","ENCFF949VJK","-","-","-","-","-","-","-","-","-","-","MAFK","MCF-7","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR935UQL","ENCFF003WUJ","ENCFF087SDF","ENCFF113JYQ","ENCFF437UNT","ENCFF716VIZ","ENCFF854QSO","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF035YQZ","ENCFF188PLS","ENCFF282VIL","ENCFF444EOW","ENCFF457JCV","ENCFF482YKV","ENCFF518NBP","ENCFF703CWQ","ENCFF773RGL","ENCFF785PYS","ENCFF856WER","ENCFF933OST","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","MECOM","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR000BRO","ENCFF000PLE","ENCFF000PLG","ENCFF144PAF","ENCFF186DOW","ENCFF306SAR","ENCFF678BPN","ENCFF772VJF","ENCFF986ARI","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF000PLB","ENCFF000PLC","ENCFF001UGQ","ENCFF001UGR","ENCFF002CKR","ENCFF092PUO","ENCFF176QIX","ENCFF233AOX","ENCFF321LVM","ENCFF361HRW","ENCFF381YQV","ENCFF404IFN","ENCFF408FLG","ENCFF474KVX","ENCFF516BRL","ENCFF605QZD","ENCFF712RNF","ENCFF773YDN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","MYBL2","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks","fold change over control; raw signal; signal p-value"
"ENCSR581KCO","ENCFF002MER","ENCFF173IST","ENCFF243ALR","ENCFF318UXO","ENCFF425ORG","ENCFF702ZSE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF182JRE","ENCFF325ZNW","ENCFF416ILX","ENCFF576PAR","ENCFF579EPB","ENCFF599ZNQ","ENCFF605MMQ","ENCFF639MRN","ENCFF650QJC","ENCFF710UTD","ENCFF848JYU","ENCFF904DOZ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","MYBL2","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR162IEM","ENCFF020PDU","ENCFF031LSE","ENCFF037VAZ","ENCFF055RAT","ENCFF177NRM","ENCFF275EAX","ENCFF328ERD","ENCFF415HOL","ENCFF459FNH","ENCFF466WFK","ENCFF484VIE","ENCFF487KQK","ENCFF508QSY","ENCFF626TXC","ENCFF675WIG","ENCFF734ILN","ENCFF844MRV","ENCFF846GWP","-","-","-","-","ENCFF037DSE","ENCFF061UNO","ENCFF136TBA","ENCFF148HSX","ENCFF299JBQ","ENCFF312WOE","ENCFF344NIU","ENCFF406XUO","ENCFF410VRF","ENCFF434VVG","ENCFF471GVN","ENCFF482YXK","ENCFF486FET","ENCFF516MWP","ENCFF534CIF","ENCFF540WYT","ENCFF546DAH","ENCFF569QON","ENCFF633DAY","ENCFF637PFI","ENCFF677IKS","ENCFF707ZNN","ENCFF745ARK","ENCFF827OZO","ENCFF839BUQ","ENCFF865IDL","ENCFF877ANE","ENCFF889AKD","ENCFF905KOD","ENCFF939XYJ","ENCFF948SLV","ENCFF974VPH","-","-","-","-","-","-","-","-","-","-","MYBL2","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR361UTL","ENCFF330ABP","ENCFF427ETD","ENCFF671USH","ENCFF708HPN","ENCFF720OOI","ENCFF840WAU","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF008NCW","ENCFF185WGM","ENCFF227LKX","ENCFF228QRV","ENCFF319SIL","ENCFF382FVD","ENCFF434EMV","ENCFF466ZXV","ENCFF655CPO","ENCFF875CQY","ENCFF904TIY","ENCFF911UWP","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","MYBL2","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR983FBD","ENCFF135WLD","ENCFF209WMO","ENCFF649XPS","ENCFF660NKO","ENCFF711UIZ","ENCFF963ZJE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF007QFA","ENCFF072CQZ","ENCFF268QZM","ENCFF278NTT","ENCFF306ZFX","ENCFF340IHP","ENCFF403RMK","ENCFF414SPM","ENCFF626AMA","ENCFF745TPX","ENCFF861XTF","ENCFF953QNB","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NFE2","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR000FAF","ENCFF000YUO","ENCFF124XMV","ENCFF133UXU","ENCFF458CZM","ENCFF576MRP","ENCFF642UOF","ENCFF758ZUE","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF000YUN","ENCFF001VNX","ENCFF002CXH","ENCFF116BZS","ENCFF207JBF","ENCFF307PPJ","ENCFF333EDW","ENCFF394CAH","ENCFF430JQN","ENCFF453GKK","ENCFF565TYG","ENCFF648HBL","ENCFF706GTZ","ENCFF714MVQ","ENCFF775RPA","ENCFF807EKA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NFE2","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks","fold change over control; signal; signal p-value"
"ENCSR000FCC","ENCFF024HES","ENCFF025UPR","ENCFF076RNS","ENCFF115ALQ","ENCFF139HBD","ENCFF223GZI","ENCFF243WKQ","ENCFF334NQI","ENCFF365EHJ","ENCFF399JNI","ENCFF463HBH","ENCFF503MKK","ENCFF557POT","ENCFF607GBG","ENCFF633MKO","ENCFF819ZDX","ENCFF847OYR","ENCFF997UTU","-","-","-","-","ENCFF013MKU","ENCFF022UGZ","ENCFF136HBK","ENCFF145JGI","ENCFF163BSI","ENCFF312XHI","ENCFF370EVX","ENCFF379KBK","ENCFF446XRT","ENCFF474PRJ","ENCFF495MHZ","ENCFF496KKT","ENCFF552ZAY","ENCFF590LFF","ENCFF600LLW","ENCFF688VET","ENCFF702TRJ","ENCFF710SZC","ENCFF710ZCP","ENCFF772OYF","ENCFF780CVA","ENCFF783MLP","ENCFF789EHD","ENCFF798UGB","ENCFF803FZY","ENCFF804SVP","ENCFF813HVG","ENCFF878FYH","ENCFF882SPG","ENCFF905SGD","ENCFF969HIU","ENCFF974XCE","-","-","-","-","-","-","-","-","-","-","NFE2","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR552YGL","ENCFF013SAY","ENCFF029YJL","ENCFF041PER","ENCFF194FEG","ENCFF232DTM","ENCFF310JHO","ENCFF340VXL","ENCFF398LBP","ENCFF670JFE","ENCFF692JME","ENCFF704MKQ","ENCFF732LNZ","ENCFF842NYO","ENCFF857EIW","ENCFF869KOH","ENCFF901KGO","ENCFF917NWF","ENCFF972RCR","-","-","-","-","ENCFF023IFO","ENCFF047YKA","ENCFF140CQS","ENCFF167QZB","ENCFF286HTI","ENCFF290DPG","ENCFF359JDW","ENCFF376WDG","ENCFF382ROI","ENCFF543CRT","ENCFF548MHJ","ENCFF561QTG","ENCFF583RNU","ENCFF586ZMX","ENCFF608WZN","ENCFF612OZE","ENCFF619AGT","ENCFF654RJP","ENCFF666GYG","ENCFF667ZVG","ENCFF688MMW","ENCFF692VLU","ENCFF709VKQ","ENCFF709WGK","ENCFF731KLC","ENCFF759YKT","ENCFF769VDQ","ENCFF795DQU","ENCFF847LGT","ENCFF911VSD","ENCFF964IKL","ENCFF970SEK","-","-","-","-","-","-","-","-","-","-","NFE2","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR543SBE","ENCFF076COV","ENCFF092HYR","ENCFF187DNY","ENCFF337DBJ","ENCFF343XAQ","ENCFF637KXI","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF164IDS","ENCFF220RKA","ENCFF249KOV","ENCFF392LXN","ENCFF528HDQ","ENCFF569RHT","ENCFF606YGC","ENCFF620OUT","ENCFF769HIU","ENCFF825SRK","ENCFF832DVQ","ENCFF926BLJ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NFE2L1","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR557PSD","ENCFF056ACZ","ENCFF417XNV","ENCFF468AZT","ENCFF697MTK","ENCFF716ORY","ENCFF724AOP","ENCFF747JYV","ENCFF762QNF","ENCFF819LJM","ENCFF875HIN","ENCFF921MPS","ENCFF945WMZ","-","-","-","-","-","-","-","-","-","-","ENCFF065CJT","ENCFF192SZH","ENCFF259YLB","ENCFF290CCX","ENCFF293SSA","ENCFF354MJU","ENCFF392SNI","ENCFF448MHW","ENCFF496WMH","ENCFF534JQX","ENCFF545TVD","ENCFF550OFB","ENCFF551JRQ","ENCFF573QWP","ENCFF693ERH","ENCFF732KRW","ENCFF750WDF","ENCFF801XOA","ENCFF878UZC","ENCFF967BIX","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NFE2L1","K562","conservative IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR632SHZ","ENCFF004DKX","ENCFF006FKE","ENCFF054GAR","ENCFF107GQE","ENCFF167ABJ","ENCFF179IIL","ENCFF236VWP","ENCFF355ZSW","ENCFF412ZAJ","ENCFF498EGY","ENCFF520MCQ","ENCFF544TIU","ENCFF596RLB","ENCFF597QZO","ENCFF764YKN","ENCFF779XLK","ENCFF811CHX","ENCFF893XQZ","-","-","-","-","ENCFF036WLT","ENCFF054OPO","ENCFF138UHK","ENCFF151XIQ","ENCFF175IUO","ENCFF197SSW","ENCFF210DGM","ENCFF265ZFH","ENCFF366XDW","ENCFF376QJJ","ENCFF385NYZ","ENCFF393GIB","ENCFF411JLJ","ENCFF426YEX","ENCFF462UJN","ENCFF555TLY","ENCFF556LDH","ENCFF584ZWQ","ENCFF592SAM","ENCFF618AYC","ENCFF625IYZ","ENCFF627BPL","ENCFF671YEU","ENCFF700WYH","ENCFF737IHD","ENCFF754HGN","ENCFF755WQQ","ENCFF759FRR","ENCFF771POP","ENCFF799JIT","ENCFF944IDH","ENCFF965PAJ","-","-","-","-","-","-","-","-","-","-","NFE2L1","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR584GHV","ENCFF197RDC","ENCFF308XVW","ENCFF331MCK","ENCFF354IAJ","ENCFF375UNS","ENCFF390TMR","ENCFF475LPL","ENCFF481GOL","ENCFF639JCO","ENCFF639NLS","ENCFF645MOD","ENCFF668LIG","ENCFF681XIW","ENCFF792FSG","ENCFF796HRU","ENCFF822WBJ","ENCFF837JLR","ENCFF873UAG","-","-","-","-","ENCFF025NLD","ENCFF117JWH","ENCFF144ZOZ","ENCFF146LOG","ENCFF155OUC","ENCFF314DTI","ENCFF332PXJ","ENCFF373NIO","ENCFF407SGC","ENCFF414UMG","ENCFF418TUX","ENCFF427FBA","ENCFF456BPA","ENCFF459RDS","ENCFF474YMB","ENCFF477DMR","ENCFF483BFQ","ENCFF599YMR","ENCFF654YPN","ENCFF670RWT","ENCFF735NEP","ENCFF767PWR","ENCFF769EYQ","ENCFF782XPE","ENCFF784GZF","ENCFF804BLY","ENCFF827MYW","ENCFF847SCS","ENCFF948AWL","ENCFF987KES","-","-","-","-","-","-","-","-","-","-","-","-","NFE2L2","A549","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR707IUN","ENCFF019NSZ","ENCFF066XXF","ENCFF069CMP","ENCFF092BAP","ENCFF120IVQ","ENCFF229RXV","ENCFF354ZTB","ENCFF370SSB","ENCFF452TFY","ENCFF483YIP","ENCFF516SEM","ENCFF525ZFN","ENCFF678XHN","ENCFF707QJJ","ENCFF739BLH","ENCFF801DDR","ENCFF870YFB","ENCFF950XPW","-","-","-","-","ENCFF081PTN","ENCFF146TLX","ENCFF202AYV","ENCFF249ESZ","ENCFF251RLC","ENCFF269UBR","ENCFF286HAV","ENCFF305KIK","ENCFF315ZHU","ENCFF335OGK","ENCFF407HCG","ENCFF445YDK","ENCFF449JDM","ENCFF481MAL","ENCFF505VKX","ENCFF531ENB","ENCFF560ZPB","ENCFF561CJL","ENCFF581HSA","ENCFF606SHP","ENCFF616WUU","ENCFF664AZO","ENCFF697YZY","ENCFF712LMP","ENCFF728KXV","ENCFF737CTQ","ENCFF753VOX","ENCFF754TOY","ENCFF794DLT","ENCFF812PMM","ENCFF843EXL","ENCFF901ILZ","-","-","-","-","-","-","-","-","-","-","NFE2L2","HeLa-S3","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR488EES","ENCFF076MKJ","ENCFF102YWF","ENCFF170OVP","ENCFF192ENS","ENCFF217YZM","ENCFF242DUB","ENCFF313SIV","ENCFF347XQL","ENCFF368VEC","ENCFF435UFG","ENCFF481UBB","ENCFF596MEF","ENCFF636NQW","ENCFF645MZA","ENCFF677FGA","ENCFF690PPG","ENCFF778EPG","ENCFF826ENA","ENCFF907AML","ENCFF936UNR","ENCFF957XYK","ENCFF973LBO","ENCFF021INF","ENCFF030TPD","ENCFF102IFS","ENCFF126HBJ","ENCFF128XNM","ENCFF130LVT","ENCFF144BHZ","ENCFF178DRC","ENCFF217RUC","ENCFF225ICI","ENCFF232SOL","ENCFF243EOI","ENCFF250XGV","ENCFF258BSJ","ENCFF261EFH","ENCFF266HXY","ENCFF294MSX","ENCFF297BXM","ENCFF307QAR","ENCFF414YIG","ENCFF471QAH","ENCFF520EJX","ENCFF525YEM","ENCFF555MVU","ENCFF596MOA","ENCFF668QDD","ENCFF687KJY","ENCFF742PDH","ENCFF760HMQ","ENCFF774CXV","ENCFF793KHQ","ENCFF848USF","ENCFF857HPQ","ENCFF876OXC","ENCFF881QVJ","ENCFF882YLO","ENCFF900BFR","ENCFF915ZZL","ENCFF922ZKA","ENCFF928POR","ENCFF929ZCR","ENCFF965GPW","NFE2L2","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR769FXE","ENCFF177OVU","ENCFF287UBJ","ENCFF515WPF","ENCFF805GXP","ENCFF807BVV","ENCFF966MUN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF011GNA","ENCFF057DUA","ENCFF301MBV","ENCFF326TND","ENCFF549YLW","ENCFF550ZFT","ENCFF657ALA","ENCFF670MWM","ENCFF678ADK","ENCFF695VTX","ENCFF889UQP","ENCFF926ZHG","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NPAS2","A549","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR505ELD","ENCFF023HEC","ENCFF156CEM","ENCFF186NBC","ENCFF636HLD","ENCFF699LVO","ENCFF937SXR","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF114EDA","ENCFF151YPN","ENCFF154PXN","ENCFF157FQI","ENCFF289RGK","ENCFF319BSY","ENCFF324JTK","ENCFF332DMS","ENCFF626FYS","ENCFF644PAX","ENCFF744HGY","ENCFF862SMW","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NPAS2","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR637RKG","ENCFF154BEO","ENCFF180QSJ","ENCFF196AGH","ENCFF254PTX","ENCFF533COL","ENCFF949JOJ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF066IIM","ENCFF104EXR","ENCFF258GOV","ENCFF475JCE","ENCFF477MST","ENCFF498MHZ","ENCFF501DZU","ENCFF691QEO","ENCFF813NES","ENCFF845KIA","ENCFF948EXF","ENCFF992LDJ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","PBX1","A549","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR000BTN","ENCFF000NEF","ENCFF000NEH","ENCFF035LLY","ENCFF040JWA","ENCFF204FKX","ENCFF288RSF","ENCFF741BSC","ENCFF947CZC","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF000NEC","ENCFF000NEE","ENCFF001TTD","ENCFF001TTE","ENCFF079ZRO","ENCFF226TBO","ENCFF277EQG","ENCFF329VXJ","ENCFF339NST","ENCFF339XID","ENCFF402LOG","ENCFF519LTD","ENCFF656HFI","ENCFF732ZLF","ENCFF742YSJ","ENCFF951DAN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","PBX3","A549","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; peaks","fold change over control; raw signal; signal p-value"
"ENCSR136EQX","ENCFF399WAG","ENCFF406OIK","ENCFF698WMJ","ENCFF759TZS","ENCFF814GHI","ENCFF995PTT","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF041RXQ","ENCFF168HYG","ENCFF212LXS","ENCFF278VKK","ENCFF284PFY","ENCFF393UWP","ENCFF442WXO","ENCFF558AKZ","ENCFF595DMG","ENCFF672RKS","ENCFF785IKT","ENCFF793WXK","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","PBX3","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR000BVE","ENCFF000RBB","ENCFF000RBD","ENCFF120EAM","ENCFF305TSP","ENCFF474GXQ","ENCFF676TAN","ENCFF846KTN","ENCFF943EXC","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF000RAY","ENCFF000RAZ","ENCFF001UPX","ENCFF001UPY","ENCFF154YQZ","ENCFF236PPB","ENCFF321EPI","ENCFF324CEM","ENCFF493MJT","ENCFF555BRO","ENCFF677WKE","ENCFF761OUW","ENCFF763CXG","ENCFF876BMC","ENCFF926SCZ","ENCFF968BSH","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","PBX3","SK-N-SH","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; peaks","fold change over control; raw signal; signal p-value"
"ENCSR414TYY","ENCFF235HYN","ENCFF239YUM","ENCFF274EPU","ENCFF290VKQ","ENCFF360VOC","ENCFF385NAI","ENCFF432WCK","ENCFF526AJW","ENCFF580PSQ","ENCFF641DCJ","ENCFF654QOE","ENCFF750MSY","ENCFF825MDH","ENCFF887PEN","ENCFF941JUQ","ENCFF944ZIO","ENCFF956JNE","ENCFF962DIA","-","-","-","-","ENCFF015ADG","ENCFF016NKD","ENCFF020EXX","ENCFF036VRY","ENCFF041HFC","ENCFF046SRO","ENCFF083XOF","ENCFF089MLX","ENCFF152UDH","ENCFF168KBY","ENCFF172NAU","ENCFF181EXX","ENCFF187AEJ","ENCFF246CBF","ENCFF264QLP","ENCFF291YTZ","ENCFF357PLM","ENCFF369UML","ENCFF370QHV","ENCFF374EFU","ENCFF401PPU","ENCFF436PYK","ENCFF467ITU","ENCFF479CNG","ENCFF519QJO","ENCFF545WXN","ENCFF573DRR","ENCFF611TZV","ENCFF679DLF","ENCFF738EUI","ENCFF742YGH","ENCFF750STT","ENCFF763CRU","ENCFF766PWX","ENCFF771KHH","ENCFF804ABO","ENCFF817SLI","ENCFF826RWZ","ENCFF921RVE","ENCFF927HFR","ENCFF932XCP","ENCFF981TNZ","RUNX1","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
