gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ACAD9-DT,1.592295326142442,-0.6618273150143955,2.071425457544713,-0.3195033220258227,0.7493448726880778,1
ACADM,1272.773859340962,0.6885997250119589,0.38040038378628666,1.810197240491803,0.07026520540362759,1
ACADS,465.00605672474194,0.030355963015103158,0.22162440328729416,0.13697030906723925,0.8910542638177799,1
ACADSB,491.7820695381675,0.18836731631221612,0.4049119817282571,0.4652055874173475,0.6417842378298528,1
ACADVL,3750.0701715153123,-0.0674229305223889,0.3191617348592018,-0.21125004396950195,0.8326921623236685,1
ACAN,1.3669810718143267,0.7430385712011499,2.048200420550246,0.3627763004762657,0.716771997036132,1
ACAP1,3643.8658519795554,-0.18484334475414735,0.4405241239921922,-0.41959868866891725,0.6747786464955595,1
ACAP2,794.0441165715467,0.24395202134014354,0.34542748181110505,0.7062322316136597,0.4800437292719886,1
ACAP3,307.63923972997526,-0.6612302873037647,0.3641405158186998,-1.8158657402269993,0.06939096982370126,1
ACAT1,828.2653339058908,0.42768592398190153,0.4193829430641328,1.0197980892048322,0.30782422960821565,1
ACAT2,1667.2656468677947,0.6268867482518965,0.37219036264914074,1.6843175191047461,0.09212032143009455,1
ACBD3,642.5578163961758,0.17947506725660248,0.15478025887148436,1.1595475325159035,0.24623307331741337,1
ACBD4,187.53248034462865,-0.1549856642905228,0.21699495104692268,-0.7142362692900118,0.47508109301407137,1
ACBD5,455.4022104270978,0.09539186771153138,0.37662115267025564,0.25328335128072355,0.8000492605041879,1
ACBD6,886.4046667080066,0.08917732976243693,0.2664705208569633,0.3346611455392687,0.7378807142993784,1
ACBD7,32.29956014446862,-0.7833205008072773,0.6725516376851061,-1.1646994177330874,0.24414068477105522,1
ACCS,48.116745192815955,-0.31754011126869436,1.248624481247293,-0.2543119376864154,0.7992545779747402,1
ACD,704.3730664929102,-0.12168391037501883,0.3393981789981816,-0.35852847158520196,0.7199478648582045,1
ACE,40.982485138347315,-0.8087293894665915,2.0961729975605694,-0.3858123305699262,0.699635662549295,1
ACER1,4.717946776201557,0.14319129163342545,1.3441119849463197,0.10653226311284185,0.915160058788337,1
ACER2,14.522820259374406,0.3131860992912214,0.6450843455198417,0.4854963563545169,0.6273242966908027,1
ACER3,274.54312881228975,0.09795970198174105,0.5752503420440611,0.17029055842653953,0.8647816361002165,1
ACHE,5.809660212049968,-1.6506236548065776,1.5181585995164844,-1.0872537660638895,0.2769246751931497,1
ACIN1,1620.6107650707838,-0.47094767691188705,0.518612752164665,-0.9080912008934872,0.3638300389597899,1
ACKR2,26.97537247562283,-1.0416282564595418,0.6604457487428174,-1.5771594539632048,0.11475883986723807,1
ACKR3,24.14368580919437,0.7742755611078364,0.7697465529688019,1.005883765405076,0.31447148656949925,1
ACKR4,1.904551809571517,-1.4762384483353082,1.9174384058975191,-0.7699013662158848,0.4413584034331313,1
ACLY,4573.93727800323,0.08192358752446872,0.2672187373882695,0.3065787538896778,0.7591640273003313,1
ACO1,183.69904318597003,0.3180323466904097,0.33426482449443923,0.9514382710517613,0.341381940343571,1
ACO2,2482.509588778257,-0.04818341617030415,0.22072621847087545,-0.21829493797385874,0.8271993182746976,1
ACOT1,55.74977796187296,0.7920901820450201,2.2140625833960392,0.3577541971871783,0.7205272702250491,1
ACOT11,8.312310199746213,-2.312009343553821,1.6775676283924006,-1.378191438856865,0.16814418978019036,1
ACOT13,516.6320680658365,0.17152899871942193,0.5134206263528434,0.3340905875517753,0.7383112024645779,1
ACOT2,605.1681962291318,0.39823019708560525,0.4117954970486733,0.9670581634323586,0.33351495825133215,1
ACOT4,28.87613771103677,0.23323384357596114,0.7407587033318982,0.3148580536777849,0.7528694312096127,1
ACOT7,2067.3303498793152,0.04627496313996546,0.7090854692905841,0.0652600640459633,0.947966938804967,1
ACOT8,500.1898144050589,0.1482479575010693,0.3152896072097256,0.47019614383438,0.6382148889351158,1
ACOT9,570.9072762636642,0.40956989299547275,0.2663810857011132,1.5375336875645191,0.12416267209953886,1
ACOX1,447.2016091323459,-0.32149220354044866,0.2285543843503455,-1.406633280977192,0.15953615904842428,1
ACOX3,310.60372136600427,0.2527279687986941,0.22718409094439773,1.1124369129374825,0.2659503409329996,1
ACOXL,124.53528503551141,-0.015394872282286684,0.44677259557615934,-0.03445796012271838,0.9725119653865719,1
ACOXL-AS1,2.928348528055605,-1.290938555282521,1.857067466962201,-0.6951489799098381,0.4869619422272822,1
ACP1,2452.014650395604,0.3366236284062382,0.30768300732809556,1.0940598615746173,0.2739287248842568,1
ACP2,604.2676474637019,-0.1506105595097478,0.3224714489250085,-0.4670508350795814,0.6404635082652077,1
ACP5,605.6692856068181,-0.30742022920316775,0.8399748273763236,-0.3659874310321898,0.714374454484489,1
ACP6,97.79012406263784,-0.0928393791626242,0.5057363736022499,-0.18357267542642733,0.8543487006506482,1
ACRBP,2.4815351556367715,-0.6374976060864517,2.6427634919321505,-0.241223858295534,0.8093816205477795,1
